Journal	JournalFullName	ISSN	2022IF	2022AI
ACTA METALL SLOVACA	ACTA METALLURGICA SLOVACA	1335-1532	1.0	0.086
ACTA MICROBIOL IMM H	ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA	1217-8950	1.5	0.292
ACTA MISSIOL	ACTA MISSIOLOGICA	2453-7160	0.6	0.08
ACTA MONTAN SLOVACA	ACTA MONTANISTICA SLOVACA	1335-1788	1.6	0.145
ACTA MUSICOLOGICA	ACTA MUSICOLOGICA	0001-6241	0.2	0.292
ACTA NATURAE	ACTA NATURAE	2075-8251	2.0	0.4
ACTA NEOPHILOL	ACTA NEOPHILOLOGICA	0567-784X	0.3	0.222
ACTA NEUROBIOL EXP	ACTA NEUROBIOLOGIAE EXPERIMENTALIS	0065-1400	1.4	0.327
ACTA NEUROCHIR	ACTA NEUROCHIRURGICA	0001-6268	2.4	0.645
ACTA NEUROL BELG	ACTA NEUROLOGICA BELGICA	0300-9009	2.7	0.564
ACTA NEUROL SCAND	ACTA NEUROLOGICA SCANDINAVICA	0001-6314	3.5	0.878
ACTA NEUROPATHOL	ACTA NEUROPATHOLOGICA	0001-6322	12.7	5.472
ACTA NEUROPATHOL COM	ACTA NEUROPATHOLOGICA COMMUNICATIONS	2051-5960	7.1	2.355
ACTA NEUROPSYCHIATR	ACTA NEUROPSYCHIATRICA	1601-5215	3.8	0.864
ACTA NEUROPSYCHOL	ACTA NEUROPSYCHOLOGICA	1730-7503	0.7	0.07
ACTA NUMER	ACTA NUMERICA	0962-4929	14.2	10.646
ACTA OBSTET GYN SCAN	ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA	0001-6349	4.3	1.274
ACTA OCEANOL SIN	ACTA OCEANOLOGICA SINICA	0253-505X	1.4	0.314
ACTA ODONTOL SCAND	ACTA ODONTOLOGICA SCANDINAVICA	0001-6357	2.0	0.427
ACTA OECOL	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY	1146-609X	1.8	0.416
ACTA OECON	ACTA OECONOMICA	0001-6373	0.8	0.111
ACTA ONCOL	ACTA ONCOLOGICA	0284-186X	3.1	1.109
ACTA OPHTHALMOL	ACTA OPHTHALMOLOGICA	1755-375X	3.4	0.892
ACTA OPT SIN	ACTA OPTICA SINICA	0253-2239	1.6	0.0
ACTA ORIENT ACAD SCI	ACTA ORIENTALIA ACADEMIAE SCIENTIARUM HUNGARICAE	1588-2667	0.2	0.241
ACTA ORNITHOL	ACTA ORNITHOLOGICA	0001-6454	0.7	0.246
ACTA ORTHOP	ACTA ORTHOPAEDICA	1745-3674	3.7	1.397
ACTA ORTHOP BELG	ACTA ORTHOPAEDICA BELGICA	0001-6462	0.4	0.133
ACTA ORTHOP TRAUMATO	ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA	1017-995X	1.0	0.401
ACTA ORTOP BRAS	ACTA ORTOPEDICA BRASILEIRA	1413-7852	0.7	0.18
ACTA OTO-LARYNGOL	ACTA OTO-LARYNGOLOGICA	0001-6489	1.4	0.383
ACTA OTO-LARYNGOL CA	ACTA OTO-LARYNGOLOGICA CASE REPORTS	2377-2484	0.1	0.081
ACTA OTORHINOLARYNGO	ACTA OTORHINOLARYNGOLOGICA ITALICA	0392-100X	2.0	0.56
ACTA OTORRINOLAR ESP	ACTA OTORRINOLARINGOLOGICA ESPANOLA	0001-6519	1.0	0.284
ACTA PAEDIATR	ACTA PAEDIATRICA	0803-5253	3.8	0.908
ACTA PALAEONTOL POL	ACTA PALAEONTOLOGICA POLONICA	0567-7920	1.8	0.593
ACTA PARASITOL	ACTA PARASITOLOGICA	1230-2821	1.5	0.308
ACTA PAUL ENFERM	ACTA PAULISTA DE ENFERMAGEM	0103-2100	0.7	0.17
ACTA PEDIATR MEX	ACTA PEDIATRICA DE MEXICO	0186-2391	0.3	0.05
ACTA PETROL SIN	ACTA PETROLOGICA SINICA	1000-0569	1.8	0.424
ACTA PHARM SIN B	ACTA PHARMACEUTICA SINICA B	2211-3835	14.5	2.078
ACTA PHARMACEUT	ACTA PHARMACEUTICA	1330-0075	2.8	0.31
ACTA PHARMACOL SIN	ACTA PHARMACOLOGICA SINICA	1671-4083	8.2	1.343
ACTA PHILOS	ACTA PHILOSOPHICA	1121-2179	0.1	0.014
ACTA PHLEBOL	ACTA PHLEBOLOGICA	1593-232X	0.3	0.05
ACTA PHOTONICA SINIC	ACTA PHOTONICA SINICA	1004-4213	0.6	0.049
ACTA PHYS POL A	ACTA PHYSICA POLONICA A	0587-4246	0.7	0.111
ACTA PHYS POL B	ACTA PHYSICA POLONICA B	0587-4254	0.5	0.143
ACTA PHYS SIN-CH ED	ACTA PHYSICA SINICA	1000-3290	1.0	0.107
ACTA PHYS-CHIM SIN	ACTA PHYSICO-CHIMICA SINICA	1000-6818	10.9	0.779
ACTA PHYSIOL	ACTA PHYSIOLOGICA	1748-1708	6.3	1.286
ACTA PHYSIOL PLANT	ACTA PHYSIOLOGIAE PLANTARUM	0137-5881	2.6	0.385
ACTA PHYTOTAX GEOBOT	ACTA PHYTOTAXONOMICA ET GEOBOTANICA	1346-7565	0.5	0.122
ACTA POETICA	ACTA POETICA	0185-3082	0.0	0.0
ACTA POL HIST	ACTA POLONIAE HISTORICA	0001-6829	0.1	0.447
ACTA POL PHARM	ACTA POLONIAE PHARMACEUTICA	0001-6837	0.4	0.061
ACTA POLIT	ACTA POLITICA	0001-6810	1.2	0.849
ACTA POLYM SIN	ACTA POLYMERICA SINICA	1000-3304	1.9	0.158
ACTA POLYTECH	ACTA POLYTECHNICA	1210-2709	0.8	0.107
ACTA POLYTECH HUNG	ACTA POLYTECHNICA HUNGARICA	1785-8860	1.7	0.17
ACTA PROTOZOOL	ACTA PROTOZOOLOGICA	0065-1583	0.5	0.196
ACTA PSIQUIAT PSICOL	ACTA PSIQUIATRICA Y PSICOLOGICA DE AMERICA LATINA	0001-6896	0.1	0.021
ACTA PSYCHIAT SCAND	ACTA PSYCHIATRICA SCANDINAVICA	0001-690X	6.7	2.604
ACTA PSYCHOL	ACTA PSYCHOLOGICA	0001-6918	1.8	0.571
ACTA PSYCHOL SIN	ACTA PSYCHOLOGICA SINICA	0439-755X	1.5	0.0
ACTA RADIOL	ACTA RADIOLOGICA	0284-1851	1.3	0.365
ACTA RADIOL OPEN	ACTA RADIOLOGICA OPEN	2058-4601	1.1	0.341
ACTA REUMATOL PORT	ACTA REUMATOLOGICA PORTUGUESA	0303-464X	1.0	0.357
ACTA SCI MATH	ACTA SCIENTIARUM MATHEMATICARUM	0001-6969	0.5	0.323
ACTA SCI POL-FORM C	ACTA SCIENTIARUM POLONORUM-FORMATIO CIRCUMIECTUS	1644-0765	0.4	0.067
ACTA SCI POL-HORTORU	ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS	1644-0692	0.7	0.118
ACTA SCI POLON-TECHN	ACTA SCIENTIARUM POLONORUM-TECHNOLOGIA ALIMENTARIA	1644-0730	1.5	0.213
ACTA SCI VET	ACTA SCIENTIAE VETERINARIAE	1678-0345	0.2	0.07
ACTA SCI-AGRON	ACTA SCIENTIARUM-AGRONOMY	1807-8621	1.5	0.26
ACTA SCI-HEALTH SCI	ACTA SCIENTIARUM-HEALTH SCIENCES	1679-9291	0.2	0.041
ACTA SCI-TECHNOL	ACTA SCIENTIARUM-TECHNOLOGY	1806-2563	0.8	0.123
ACTA SILVAE LIGNI	ACTA SILVAE ET LIGNI	2335-3112	0.6	0.054
ACTA SOC BOT POL	ACTA SOCIETATIS BOTANICORUM POLONIAE	0001-6977	1.0	0.227
ACTA SOCIOL	ACTA SOCIOLOGICA	0001-6993	1.7	0.853
ACTA STOMATOL CROAT	ACTA STOMATOLOGICA CROATICA	0001-7019	1.4	0.231
ACTA STRUCTILIA	ACTA STRUCTILIA	1023-0564	0.7	0.105
ACTA TECH NAPOC SER-	ACTA TECHNICA NAPOCENSIS SERIES-APPLIED MATHEMATICS MECHANICS AND ENGINEERING	1221-5872	0.3	0.024
ACTA TECHNOL AGR	ACTA TECHNOLOGICA AGRICULTURAE	1335-2555	1.4	0.111
ACTA THEOL	ACTA THEOLOGICA	1015-8758	0.2	0.12
ACTA TROP	ACTA TROPICA	0001-706X	2.7	0.577
ACTA TURISTICA	ACTA TURISTICA	0353-4316	0.8	0.107
ACTA U SAPIEN INFORM	ACTA UNIVERSITATIS SAPIENTIAE INFORMATICA	1844-6086	0.3	0.135
ACTA U SAPIENTIAE-FI	ACTA UNIVERSITATIS SAPIENTIAE-FILM AND MEDIA STUDIES	2065-5924	0.1	0.003
ACTA U SAPIENTIAE-MA	ACTA UNIVERSITATIS SAPIENTIAE-MATHEMATICA	1844-6094	0.5	0.154
ACTA UNIV CAROL THEO	ACTA UNIVERSITATIS CAROLINAE THEOLOGICA	1804-5588	0.0	0.0
ACTA VET BRNO	ACTA VETERINARIA BRNO	0001-7213	0.6	0.103
ACTA VET EURASIA	ACTA VETERINARIA EURASIA	2618-639X	0.4	0.063
ACTA VET HUNG	ACTA VETERINARIA HUNGARICA	0236-6290	0.9	0.214
ACTA VET SCAND	ACTA VETERINARIA SCANDINAVICA	0044-605X	2.1	0.471
ACTA VET-BEOGRAD	ACTA VETERINARIA-BEOGRAD	0567-8315	0.6	0.144
ACTA VIROL	ACTA VIROLOGICA	0001-723X	1.7	0.242
ACTA ZOOL ACAD SCI H	ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE	1217-8837	0.8	0.206
ACTA ZOOL BULGAR	ACTA ZOOLOGICA BULGARICA	0324-0770	0.5	0.096
ACTA ZOOL-STOCKHOLM	ACTA ZOOLOGICA	0001-7272	1.2	0.258
ACTAS DERMO-SIFILOGR	ACTAS DERMO-SIFILIOGRAFICAS	0001-7310	3.2	0.581
ACTAS ESP PSIQUIATRI	ACTAS ESPANOLAS DE PSIQUIATRIA	1139-9287	1.5	0.383
ACTAS UROL ESP	ACTAS UROLOGICAS ESPANOLAS	0210-4806	1.1	0.197
ACTES RECH SCI SOC	ACTES DE LA RECHERCHE EN SCIENCES SOCIALES	0335-5322	0.3	0.302
ACTION LEARN	ACTION LEARNING	1476-7333	1.0	0.149
ACTION RES-LONDON	ACTION RESEARCH	1476-7503	1.9	0.634
ACTIVITIES	ACTIVITES-REVUE ELECTRONIQUE	1765-2723	0.4	0.069
ACTUAL CONTAB FACES	ACTUALIDAD CONTABLE FACES	1316-8533	0.0	0.009
ACTUAL JURID AMBIENT	ACTUALIDAD JURIDICA AMBIENTAL	1989-5666	0.1	0.091
ACTUAL OSTEOL	ACTUALIZACIONES EN OSTEOLOGIA	1669-8975	0.0	0.015
ACTUAL PEDAGOG	ACTUALIDADES PEDAGOGICAS	0120-1700	0.0	0.009
ACTUAL PHARMACEUT	ACTUALITES PHARMACEUTIQUES	0515-3700	0.1	0.011
ACTUAL PSICOL	ACTUALIDADES EN PSICOLOGIA	0258-6444	0.9	0.094
ACTUATORS	ACTUATORS	2076-0825	2.6	0.426
ACUPUNCT MED	ACUPUNCTURE IN MEDICINE	0964-5284	2.5	0.523
ACUPUNCTURE ELECTRO	ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH	0360-1293	0.3	0.041
ACUTE CRIT CARE	ACUTE AND CRITICAL CARE	2586-6052	1.8	0.524
ACUTE MED SURG	ACUTE MEDICINE & SURGERY	2052-8817	1.6	0.46
AD ALTA-INTERDISCIP	AD ALTA-JOURNAL OF INTERDISCIPLINARY RESEARCH	1804-7890	0.7	0.028
AD ENVIRON RES	ADVANCES IN ENVIRONMENTAL RESEARCH-AN INTERNATIONAL JOURNAL	2234-1722	1.2	0.164
AD HOC NETW	AD HOC NETWORKS	1570-8705	4.8	0.72
AD HOC SENS WIREL NE	AD HOC & SENSOR WIRELESS NETWORKS	1551-9899	0.9	0.071
ADALYA	ADALYA	1301-2746	0.2	0.311
ADANSONIA	ADANSONIA	1280-8571	0.8	0.167
ADAPT BEHAV	ADAPTIVE BEHAVIOR	1059-7123	1.6	0.372
ADAPT HUM BEHAV PHYS	ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY	2198-7335	1.6	0.679
ADAPT PHYS ACT Q	ADAPTED PHYSICAL ACTIVITY QUARTERLY	0736-5829	1.9	0.488
ADAPTATION-UK	ADAPTATION-THE JOURNAL OF LITERATURE ON SCREEN STUDIES	1755-0637	0.3	0.167
ADCAIJ-ADV DISTRIB C	ADCAIJ-ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL	2255-2863	1.4	0.129
ADCOMUNICA	ADCOMUNICA-REVISTA CIENTIFICA DE ESTRATEGIAS TENDENCIAS E INNOVACION EN COMMUNICACION	2174-0992	0.8	0.249
ADDICT BEHAV	ADDICTIVE BEHAVIORS	0306-4603	4.4	1.245
ADDICT BIOL	ADDICTION BIOLOGY	1355-6215	3.4	0.926
ADDICT DISORD TREAT	ADDICTIVE DISORDERS & THEIR TREATMENT	1531-5754	1.1	0.188
ADDICT RES THEORY	ADDICTION RESEARCH & THEORY	1606-6359	2.9	0.869
ADDICT SCI CLIN PRAC	ADDICTION SCIENCE & CLINICAL PRACTICE	1940-0640	3.7	1.66
ADDICTA	ADDICTA-THE TURKISH JOURNAL ON ADDICTIONS	2148-7286	0.9	0.203
ADDICTION	ADDICTION	0965-2140	6.0	2.428
ADDIT MANUF	ADDITIVE MANUFACTURING	2214-8604	11.0	2.112
ADEL LAW REV	ADELAIDE LAW REVIEW	0065-1915	0.4	0.121
ADEPTUS	ADEPTUS	2300-0783	0.1	0.127
ADICCIONES	ADICCIONES	0214-4840	3.0	0.507
ADIPOCYTE	ADIPOCYTE	2162-3945	3.3	0.916
ADM POLICY MENT HLTH	ADMINISTRATION AND POLICY IN MENTAL HEALTH AND MENTAL HEALTH SERVICES RESEARCH	0894-587X	2.6	1.023
ADM PUBLICA GEST SOC	ADMINISTRACAO PUBLICA E GESTAO SOCIAL	2175-5787	0.1	0.042
ADM SCI	ADMINISTRATIVE SCIENCES	2076-3387	3.0	0.491
ADMET DMPK	ADMET AND DMPK	1848-7718	2.5	0.286
ADMIN SCI QUART	ADMINISTRATIVE SCIENCE QUARTERLY	0001-8392	10.4	9.289
ADMIN SOC	ADMINISTRATION & SOCIETY	0095-3997	2.3	0.907
AD-MINIST	AD-MINISTER	1692-0279	0.9	0.122
ADMINISTRACAO	ADMINISTRACAO-ENSINO E PESQUISA	2177-6083	0.1	0.141
ADMINSTRATION	ADMINISTRATION	0001-8325	0.5	0.102
ADOLES PSYCHIAT-NETH	ADOLESCENT PSYCHIATRY	2210-6766	0.4	0.191
ADOLESC HEALTH MED T	ADOLESCENT HEALTH MEDICINE AND THERAPEUTICS	1179-318X	1.8	0.951
ADOLESC RES REV	ADOLESCENT RESEARCH REVIEW	2363-8346	4.7	1.578
ADOPT FOSTER	ADOPTION AND FOSTERING	0308-5759	0.6	0.453
ADOPT Q	ADOPTION QUARTERLY	1092-6755	0.8	0.323
ADSORPT SCI TECHNOL	ADSORPTION SCIENCE & TECHNOLOGY	0263-6174	2.9	0.406
ADSORPTION	ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY	0929-5607	3.3	0.452
ADULT EDUC QUART	ADULT EDUCATION QUARTERLY	0741-7136	1.3	0.721
ADULT LEARN	ADULT LEARNING	1045-1595	1.3	0.37
ADULTSPAN J	ADULTSPAN JOURNAL	1524-6817	0.7	0.188
ADV ACCOUNT	ADVANCES IN ACCOUNTING	0882-6110	1.6	0.315
ADV AERODYNAM	ADVANCES IN AERODYNAMICS	2524-6992	2.3	0.652
ADV AIRCR SPACECR SC	ADVANCES IN AIRCRAFT AND SPACECRAFT SCIENCE	2287-528X	1.0	0.146
ADV ANAT PATHOL	ADVANCES IN ANATOMIC PATHOLOGY	1072-4109	6.7	1.502
ADV APPL CERAM	ADVANCES IN APPLIED CERAMICS	1743-6753	2.2	0.41
ADV APPL CLIFFORD AL	ADVANCES IN APPLIED CLIFFORD ALGEBRAS	0188-7009	1.5	0.331
ADV APPL DISCRET MAT	ADVANCES AND APPLICATIONS IN DISCRETE MATHEMATICS	0974-1658	0.1	0.025
ADV APPL MATH	ADVANCES IN APPLIED MATHEMATICS	0196-8858	1.1	0.729
ADV APPL MATH MECH	ADVANCES IN APPLIED MATHEMATICS AND MECHANICS	2070-0733	1.4	0.295
ADV APPL PROBAB	ADVANCES IN APPLIED PROBABILITY	0001-8678	1.2	0.792
ADV APPL STAT	ADVANCES AND APPLICATIONS IN STATISTICS	0972-3617	0.2	0.033
ADV ARCHAEOL PRACT	ADVANCES IN ARCHAEOLOGICAL PRACTICE	2326-3768	1.4	0.399
ADV ASTRON	ADVANCES IN ASTRONOMY	1687-7969	1.4	0.415
ADV ASTRON SPACE PHY	ADVANCES IN ASTRONOMY AND SPACE PHYSICS	2227-1481	0.0	0.0
ADV ATMOS SCI	ADVANCES IN ATMOSPHERIC SCIENCES	0256-1530	5.8	1.275
ADV AUTISM	ADVANCES IN AUTISM	2056-3868	1.2	0.399
ADV BIOL-GER	ADVANCED BIOLOGY	2701-0198	3.7	0.875
ADV BIOMED ENG	ADVANCED BIOMEDICAL ENGINEERING	2187-5219	1.0	0.13
ADV BIOMED RES-INDIA	ADVANCED BIOMEDICAL RESEARCH	2277-9175	1.0	0.0
ADV BIOSYST	ADVANCED BIOSYSTEMS	2366-7478	4.1	0.869
ADV BUILD ENERGY RES	ADVANCES IN BUILDING ENERGY RESEARCH	1751-2549	2.0	0.295
ADV CALC VAR	ADVANCES IN CALCULUS OF VARIATIONS	1864-8258	1.7	1.344
ADV CEM RES	ADVANCES IN CEMENT RESEARCH	0951-7197	2.0	0.364
ADV CHRONIC KIDNEY D	ADVANCES IN CHRONIC KIDNEY DISEASE	1548-5595	2.9	1.362
ADV CIV ARCHIT ENG	ADVANCES IN CIVIL AND ARCHITECTURAL ENGINEERING	2975-3848	0.0	0.0
ADV CIV ENG	ADVANCES IN CIVIL ENGINEERING	1687-8086	1.8	0.302
ADV CIV ENG MATER	ADVANCES IN CIVIL ENGINEERING MATERIALS	2379-1357	1.4	0.248
ADV CLIM CHANG RES	ADVANCES IN CLIMATE CHANGE RESEARCH	1674-9278	7.4	1.431
ADV CLIN EXP MED	ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE	1899-5276	2.1	0.383
ADV COGN PSYCHOL	ADVANCES IN COGNITIVE PSYCHOLOGY	1895-1171	1.2	0.403
ADV COLLOID INTERFAC	ADVANCES IN COLLOID AND INTERFACE SCIENCE	0001-8686	15.6	2.209
ADV COMPLEX SYST	ADVANCES IN COMPLEX SYSTEMS	0219-5259	0.4	0.37
ADV COMPOS HYBRID MA	ADVANCED COMPOSITES AND HYBRID MATERIALS	2522-0128	20.1	1.861
ADV COMPOS LETT	ADVANCED COMPOSITES LETTERS	0963-6935	2.4	0.223
ADV COMPOS MATER	ADVANCED COMPOSITE MATERIALS	0924-3046	2.9	0.344
ADV COMPUT DES	ADVANCES IN COMPUTATIONAL DESIGN, AN INTERNATIONAL JOURNAL	2383-8477	1.8	0.19
ADV COMPUT MATH	ADVANCES IN COMPUTATIONAL MATHEMATICS	1019-7168	1.7	0.869
ADV CONCR CONSTR	ADVANCES IN CONCRETE CONSTRUCTION	2287-5301	2.6	0.345
ADV COND MATTER PHYS	ADVANCES IN CONDENSED MATTER PHYSICS	1687-8108	1.5	0.191
ADV CONTIN DISCRET M	ADVANCES IN CONTINUOUS AND DISCRETE MODELS	2731-4235	0.0	0.0
ADV DATA ANAL CLASSI	ADVANCES IN DATA ANALYSIS AND CLASSIFICATION	1862-5347	1.6	0.945
ADV DATA SCI ADAPT	ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS	2424-922X	0.6	0.047
ADV DEV HUM RESOUR	ADVANCES IN DEVELOPING HUMAN RESOURCES	1523-4223	3.1	0.697
ADV DIFFER EQU CONTR	ADVANCES IN DIFFERENTIAL EQUATIONS AND CONTROL PROCESSES	0974-3243	0.1	0.055
ADV DIFFER EQU-NY	ADVANCES IN DIFFERENCE EQUATIONS	1687-1847	4.1	0.486
ADV DIFFERENTIAL EQU	ADVANCES IN DIFFERENTIAL EQUATIONS	1079-9389	1.4	0.834
ADV DIG MED	ADVANCES IN DIGESTIVE MEDICINE	2351-9797	0.3	0.051
ADV DRUG DELIVER REV	ADVANCED DRUG DELIVERY REVIEWS	0169-409X	16.1	3.064
ADV DUAL DIAGN	ADVANCES IN DUAL DIAGNOSIS	1757-0972	0.9	0.199
ADV EDUC	ADVANCED EDUCATION	2409-3351	1.1	0.115
ADV ELECTR COMPUT EN	ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING	1582-7445	0.8	0.129
ADV ELECTR ELECTRON	ADVANCES IN ELECTRICAL AND ELECTRONIC ENGINEERING	1336-1376	0.6	0.089
ADV ELECTROMAGN	ADVANCED ELECTROMAGNETICS	2119-0275	0.8	0.1
ADV ELECTRON MATER	ADVANCED ELECTRONIC MATERIALS	2199-160X	6.2	1.509
ADV EMERG NURS J	ADVANCED EMERGENCY NURSING JOURNAL	1931-4485	0.5	0.142
ADV ENERG SUST RES	ADVANCED ENERGY AND SUSTAINABILITY RESEARCH	2699-9412	5.8	1.213
ADV ENERGY MATER	ADVANCED ENERGY MATERIALS	1614-6832	27.8	6.094
ADV ENERGY RES	ADVANCES IN ENERGY RESEARCH	2287-6316	3.2	0.225
ADV ENG INFORM	ADVANCED ENGINEERING INFORMATICS	1474-0346	8.8	1.197
ADV ENG MATER	ADVANCED ENGINEERING MATERIALS	1438-1656	3.6	0.723
ADV ENG SOFTW	ADVANCES IN ENGINEERING SOFTWARE	0965-9978	4.8	1.285
ADV FIBER MATER	ADVANCED FIBER MATERIALS	2524-7921	16.1	2.154
ADV FUNCT MATER	ADVANCED FUNCTIONAL MATERIALS	1616-301X	19.0	3.977
ADV FUZZY SYST	ADVANCES IN FUZZY SYSTEMS	1687-7101	1.3	0.246
ADV GEODES GEOINFORM	ADVANCES IN GEODESY AND GEOINFORMATION	2720-7242	0.0	0.0
ADV GEO-ENERGY RES	ADVANCES IN GEO-ENERGY RESEARCH	2207-9963	8.2	0.0
ADV GEOM	ADVANCES IN GEOMETRY	1615-715X	0.5	0.58
ADV GERONTOL	ADVANCES IN GERONTOLOGY	2079-0570	0.6	0.092
ADV GROUP THEOR APPL	ADVANCES IN GROUP THEORY AND APPLICATIONS	2499-1287	0.6	0.657
ADV HEALTH SCI EDUC	ADVANCES IN HEALTH SCIENCES EDUCATION	1382-4996	4.0	1.246
ADV HEALTHC MATER	ADVANCED HEALTHCARE MATERIALS	2192-2640	10.0	1.784
ADV HIGH ENERGY PHYS	ADVANCES IN HIGH ENERGY PHYSICS	1687-7357	1.7	0.329
ADV HOSP TOUR RES-AH	ADVANCES IN HOSPITALITY AND TOURISM RESEARCH-AHTR	2147-9100	1.7	0.2
ADV HUM BIOL	ADVANCES IN HUMAN BIOLOGY	2321-8568	0.4	0.108
ADV HUM-COMPUT INTER	ADVANCES IN HUMAN-COMPUTER INTERACTION	1687-5893	2.9	0.586
ADV INTEGR MED	ADVANCES IN INTEGRATIVE MEDICINE	2212-9588	1.7	0.239
ADV INTELL SYST-GER	ADVANCED INTELLIGENT SYSTEMS	2640-4567	7.4	1.671
ADV J EMERG MED	ADVANCED JOURNAL OF EMERGENCY MEDICINE	2588-400X	1.4	0.272
ADV LAB MED	ADVANCES IN LABORATORY MEDICINE-AVANCES EN MEDICINA DE LABORATORIO	2628-491X	1.0	0.211
ADV LIFE COURSE RES	ADVANCES IN LIFE COURSE RESEARCH	1040-2608	3.4	1.332
ADV LIFE SCI-PAK	ADVANCEMENTS IN LIFE SCIENCES	2310-5380	1.6	0.162
ADV MANUF	ADVANCES IN MANUFACTURING	2095-3127	5.2	0.729
ADV MATER	ADVANCED MATERIALS	0935-9648	29.4	6.765
ADV MATER INTERFACES	ADVANCED MATERIALS INTERFACES	2196-7350	5.4	1.055
ADV MATER PROCESS	ADVANCED MATERIALS & PROCESSES	0882-7958	0.5	0.087
ADV MATER PROCESS TE	ADVANCES IN MATERIALS AND PROCESSING TECHNOLOGIES	2374-068X	2.2	0.0
ADV MATER RES-KR	ADVANCES IN MATERIALS RESEARCH-AN INTERNATIONAL JOURNAL	2234-0912	2.2	0.253
ADV MATER SCI	ADVANCES IN MATERIALS SCIENCE	2083-4799	1.3	0.231
ADV MATER TECHNOL-US	ADVANCED MATERIALS TECHNOLOGIES	2365-709X	6.8	1.553
ADV MATH	ADVANCES IN MATHEMATICS	0001-8708	1.7	1.965
ADV MATH COMMUN	ADVANCES IN MATHEMATICS OF COMMUNICATIONS	1930-5346	0.9	0.407
ADV MATH PHYS	ADVANCES IN MATHEMATICAL PHYSICS	1687-9120	1.2	0.229
ADV MECH ENG	ADVANCES IN MECHANICAL ENGINEERING	1687-8132	2.1	0.283
ADV MED EDUC PRACT	ADVANCES IN MEDICAL EDUCATION AND PRACTICE	1179-7258	2.0	0.576
ADV MED SCI-POLAND	ADVANCES IN MEDICAL SCIENCES	1896-1126	2.7	0.527
ADV MENT HEALTH	ADVANCES IN MENTAL HEALTH	1838-7357	1.4	0.503
ADV MENT HEALTH INTE	ADVANCES IN MENTAL HEALTH AND INTELLECTUAL DISABILITIES	2044-1282	1.1	0.263
ADV METEOROL	ADVANCES IN METEOROLOGY	1687-9309	2.9	0.501
ADV METH PRACT PSYCH	ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE	2515-2459	13.6	9.775
ADV MICROBIOL-NY	ADVANCEMENTS OF MICROBIOLOGY	0079-4252	0.8	0.128
ADV MULTIMED	ADVANCES IN MULTIMEDIA	1687-5680	1.4	0.199
ADV NANO RES	ADVANCES IN NANO RESEARCH	2287-237X	5.7	0.518
ADV NANOBIOMED RES	ADVANCED NANOBIOMED RESEARCH	2699-9307	3.4	0.572
ADV NAT SCI-NANOSCI	ADVANCES IN NATURAL SCIENCES-NANOSCIENCE AND NANOTECHNOLOGY	2043-6254	2.1	0.0
ADV NEONAT CARE	ADVANCES IN NEONATAL CARE	1536-0903	1.7	0.556
ADV NONLINEAR ANAL	ADVANCES IN NONLINEAR ANALYSIS	2191-9496	4.2	1.588
ADV NONLINEAR STUD	ADVANCED NONLINEAR STUDIES	1536-1365	1.8	1.131
ADV NURS SCI	ADVANCES IN NURSING SCIENCE	0161-9268	1.6	0.612
ADV NUTR	ADVANCES IN NUTRITION	2161-8313	9.3	2.569
ADV OPER RES	ADVANCES IN OPERATIONS RESEARCH	1687-9147	1.2	0.411
ADV OPER THEORY	ADVANCES IN OPERATOR THEORY	2662-2009	0.8	0.34
ADV OPT MATER	ADVANCED OPTICAL MATERIALS	2195-1071	9.0	2.039
ADV OPT PHOTONICS	ADVANCES IN OPTICS AND PHOTONICS	1943-8206	27.1	7.277
ADV OPT TECHNOL	ADVANCED OPTICAL TECHNOLOGIES	2192-8576	1.8	0.381
ADV ORTHOP	ADVANCES IN ORTHOPEDICS	2090-3464	1.3	0.463
ADV PHARM BULL	ADVANCED PHARMACEUTICAL BULLETIN	2228-5881	3.6	0.68
ADV PHARM PHARM SCI	ADVANCES IN PHARMACOLOGICAL AND PHARMACEUTICAL SCIENCES	2633-4682	2.8	0.349
ADV PHARMACOL PHARM	ADVANCES IN PHARMACOLOGY AND PHARMACY	2332-0036	0.1	0.029
ADV PHOTON RES	ADVANCED PHOTONICS RESEARCH	2699-9293	3.7	0.849
ADV PHOTONICS	ADVANCED PHOTONICS	2577-5421	17.3	4.075
ADV PHYSIOL EDUC	ADVANCES IN PHYSIOLOGY EDUCATION	1043-4046	2.1	0.481
ADV PHYS-X	ADVANCES IN PHYSICS-X	2374-6149	6.0	2.361
