Journal	JournalFullName	ISSN	2024IF	2024AI
ACTA MATH HUNG	ACTA MATHEMATICA HUNGARICA	0236-5294	0.6	0.415
ACTA MATH SCI	ACTA MATHEMATICA SCIENTIA	0252-9602	1.1	0.402
ACTA MATH SIN	ACTA MATHEMATICA SINICA-ENGLISH SERIES	1439-8516	0.9	0.482
ACTA MATH UNIV COMEN	ACTA MATHEMATICA UNIVERSITATIS COMENIANAE	0231-6986	0.4	0.254
ACTA MATH VIETNAM	ACTA MATHEMATICA VIETNAMICA	0251-4184	0.3	0.381
ACTA MATH-DJURSHOLM	ACTA MATHEMATICA	0001-5962	6.7	8.117
ACTA MECH	ACTA MECHANICA	0001-5970	2.9	0.442
ACTA MECH AUTOMATICA	ACTA MECHANICA ET AUTOMATICA	1898-4088	1.1	0.121
ACTA MECH SINICA-PRC	ACTA MECHANICA SINICA	0567-7718	4.6	0.752
ACTA MECH SOLIDA SIN	ACTA MECHANICA SOLIDA SINICA	0894-9166	2.7	0.489
ACTA MED INDONES	ACTA MEDICA INDONESIANA	0125-9326	0.5	0.162
ACTA MED LITUANICA	ACTA MEDICA LITUANICA	1392-0138	0.5	0.0
ACTA MED OKAYAMA	ACTA MEDICA OKAYAMA	0386-300X	0.6	0.186
ACTA MED-HIST ADRIAT	ACTA MEDICO-HISTORICA ADRIATICA	1334-4366	0.1	0.12
ACTA MEDICA PORT	ACTA MEDICA PORTUGUESA	0870-399X	1.0	0.289
ACTA METALL SIN	ACTA METALLURGICA SINICA	0412-1961	2.2	0.34
ACTA METALL SIN-ENGL	ACTA METALLURGICA SINICA-ENGLISH LETTERS	1006-7191	3.9	0.578
ACTA METALL SLOVACA	ACTA METALLURGICA SLOVACA	1335-1532	1.0	0.103
ACTA MICROBIOL IMM H	ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA	1217-8950	1.6	0.337
ACTA MISSIOL	ACTA MISSIOLOGICA	N/A	3.2	0.245
ACTA MONTAN SLOVACA	ACTA MONTANISTICA SLOVACA	1335-1788	1.4	0.282
ACTA MUSICOLOGICA	ACTA MUSICOLOGICA	0001-6241	0.5	0.232
ACTA NATURAE	ACTA NATURAE	2075-8251	2.0	0.501
ACTA NEOPHILOL	ACTA NEOPHILOLOGICA	0567-784X	0.1	0.133
ACTA NEUROBIOL EXP	ACTA NEUROBIOLOGIAE EXPERIMENTALIS	0065-1400	1.4	0.267
ACTA NEUROCHIR	ACTA NEUROCHIRURGICA	0001-6268	1.9	0.651
ACTA NEUROL BELG	ACTA NEUROLOGICA BELGICA	0300-9009	2.1	0.642
ACTA NEUROL SCAND	ACTA NEUROLOGICA SCANDINAVICA	0001-6314	2.7	0.896
ACTA NEUROPATHOL	ACTA NEUROPATHOLOGICA	0001-6322	9.3	4.439
ACTA NEUROPATHOL COM	ACTA NEUROPATHOLOGICA COMMUNICATIONS	2051-5960	5.7	2.332
ACTA NEUROPSYCHIATR	ACTA NEUROPSYCHIATRICA	0924-2708	2.5	0.799
ACTA NEUROPSYCHOL	ACTA NEUROPSYCHOLOGICA	1730-7503	1.1	0.102
ACTA NUMER	ACTA NUMERICA	0962-4929	11.3	13.188
ACTA OBSTET GYN SCAN	ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA	0001-6349	3.1	1.116
ACTA OCEANOL SIN	ACTA OCEANOLOGICA SINICA	0253-505X	1.4	0.362
ACTA ODONTOL SCAND	ACTA ODONTOLOGICA SCANDINAVICA	0001-6357	1.9	0.437
ACTA OECOL	ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY	1146-609X	1.5	0.446
ACTA OECON	ACTA OECONOMICA	0001-6373	0.7	0.143
ACTA ONCOL	ACTA ONCOLOGICA	0284-186X	2.2	0.926
ACTA OPHTHALMOL	ACTA OPHTHALMOLOGICA	1755-375X	2.8	0.862
ACTA OPT SIN	ACTA OPTICA SINICA	0253-2239	1.6	0.087
ACTA ORIENT ACAD SCI	ACTA ORIENTALIA ACADEMIAE SCIENTIARUM HUNGARICAE	1588-2667	0.2	0.217
ACTA ORNITHOL	ACTA ORNITHOLOGICA	0001-6454	1.3	0.302
ACTA ORTHOP	ACTA ORTHOPAEDICA	1745-3674	2.4	1.074
ACTA ORTHOP BELG	ACTA ORTHOPAEDICA BELGICA	0001-6462	0.6	0.182
ACTA ORTHOP TRAUMATO	ACTA ORTHOPAEDICA ET TRAUMATOLOGICA TURCICA	1017-995X	1.0	0.354
ACTA ORTOP BRAS	ACTA ORTOPEDICA BRASILEIRA	1413-7852	0.6	0.191
ACTA OTO-LARYNGOL	ACTA OTO-LARYNGOLOGICA	0001-6489	1.0	0.344
ACTA OTO-LARYNGOL CA	ACTA OTO-LARYNGOLOGICA CASE REPORTS	2377-2484	0.2	0.065
ACTA OTORHINOLARYNGO	ACTA OTORHINOLARYNGOLOGICA ITALICA	0392-100X	2.1	0.599
ACTA OTORRINOLAR ESP	ACTA OTORRINOLARINGOLOGICA ESPANOLA	0001-6519	1.1	0.266
ACTA PAEDIATR	ACTA PAEDIATRICA	0803-5253	2.1	0.736
ACTA PALAEONTOL POL	ACTA PALAEONTOLOGICA POLONICA	0567-7920	1.9	0.576
ACTA PARASITOL	ACTA PARASITOLOGICA	1230-2821	1.5	0.327
ACTA PAUL ENFERM	ACTA PAULISTA DE ENFERMAGEM	0103-2100	1.0	0.208
ACTA PEDIATR MEX	ACTA PEDIATRICA DE MEXICO	0186-2391	0.1	0.038
ACTA PETROL SIN	ACTA PETROLOGICA SINICA	1000-0569	1.9	0.473
ACTA PHARM SIN B	ACTA PHARMACEUTICA SINICA B	2211-3835	14.6	2.813
ACTA PHARMACEUT	ACTA PHARMACEUTICA	1330-0075	1.4	0.336
ACTA PHARMACOL SIN	ACTA PHARMACOLOGICA SINICA	1671-4083	8.4	1.772
ACTA PHILOS	ACTA PHILOSOPHICA	1121-2179	0.1	0.045
ACTA PHLEBOL	ACTA PHLEBOLOGICA	1593-232X	0.3	0.035
ACTA PHOTONICA SINIC	ACTA PHOTONICA SINICA	1004-4213	0.7	0.063
ACTA PHYS POL A	ACTA PHYSICA POLONICA A	0587-4246	0.5	0.099
ACTA PHYS POL B	ACTA PHYSICA POLONICA B	0587-4254	1.4	0.139
ACTA PHYS SIN-CH ED	ACTA PHYSICA SINICA	1000-3290	0.8	0.125
ACTA PHYS-CHIM SIN	ACTA PHYSICO-CHIMICA SINICA	1000-6818	13.5	1.051
ACTA PHYSIOL	ACTA PHYSIOLOGICA	1748-1708	5.6	1.387
ACTA PHYSIOL PLANT	ACTA PHYSIOLOGIAE PLANTARUM	0137-5881	2.2	0.389
ACTA PHYTOTAX GEOBOT	ACTA PHYTOTAXONOMICA ET GEOBOTANICA	1346-7565	0.4	0.119
ACTA POETICA	ACTA POETICA	0185-3082	0.1	0.201
ACTA POL HIST	ACTA POLONIAE HISTORICA	0001-6829	0.0	0.091
ACTA POL PHARM	ACTA POLONIAE PHARMACEUTICA	0001-6837	0.4	0.068
ACTA POLIT	ACTA POLITICA	0001-6810	1.9	0.817
ACTA POLYM SIN	ACTA POLYMERICA SINICA	N/A	1.3	0.156
ACTA POLYTECH	ACTA POLYTECHNICA	N/A	0.5	0.092
ACTA POLYTECH HUNG	ACTA POLYTECHNICA HUNGARICA	1785-8860	1.8	0.168
ACTA PROTOZOOL	ACTA PROTOZOOLOGICA	0065-1583	1.2	0.156
ACTA PSIQUIAT PSICOL	ACTA PSIQUIATRICA Y PSICOLOGICA DE AMERICA LATINA	0001-6896	0.0	0.006
ACTA PSYCHIAT SCAND	ACTA PSYCHIATRICA SCANDINAVICA	0001-690X	5.0	2.197
ACTA PSYCHOL	ACTA PSYCHOLOGICA	0001-6918	2.7	0.689
ACTA PSYCHOL SIN	ACTA PSYCHOLOGICA SINICA	0439-755X	1.5	0.413
ACTA RADIOL	ACTA RADIOLOGICA	0284-1851	1.1	0.339
ACTA RADIOL OPEN	ACTA RADIOLOGICA OPEN	N/A	1.0	0.334
ACTA SCI MATH	ACTA SCIENTIARUM MATHEMATICARUM	0001-6969	0.6	0.328
ACTA SCI POL-FORM C	ACTA SCIENTIARUM POLONORUM-FORMATIO CIRCUMIECTUS	1644-0765	0.9	0.099
ACTA SCI POL-HORTORU	ACTA SCIENTIARUM POLONORUM-HORTORUM CULTUS	1644-0692	0.7	0.093
ACTA SCI POLON-TECHN	ACTA SCIENTIARUM POLONORUM-TECHNOLOGIA ALIMENTARIA	1644-0730	0.8	0.172
ACTA SCI VET	ACTA SCIENTIAE VETERINARIAE	1678-0345	0.2	0.054
ACTA SCI-AGRON	ACTA SCIENTIARUM-AGRONOMY	1679-9275	1.2	0.211
ACTA SCI-HEALTH SCI	ACTA SCIENTIARUM-HEALTH SCIENCES	1679-9291	0.2	0.071
ACTA SCI-TECHNOL	ACTA SCIENTIARUM-TECHNOLOGY	1806-2563	0.6	0.09
ACTA SILVAE LIGNI	ACTA SILVAE ET LIGNI	2335-3112	0.4	0.073
ACTA SOC BOT POL	ACTA SOCIETATIS BOTANICORUM POLONIAE	0001-6977	0.8	0.201
ACTA SOCIOL	ACTA SOCIOLOGICA	0001-6993	1.4	0.769
ACTA STOMATOL CROAT	ACTA STOMATOLOGICA CROATICA	0001-7019	1.8	0.333
ACTA STRUCTILIA	ACTA STRUCTILIA	1023-0564	0.6	0.12
ACTA TECH NAPOC SER-	ACTA TECHNICA NAPOCENSIS SERIES-APPLIED MATHEMATICS MECHANICS AND ENGINEERING	1221-5872	0.2	0.019
ACTA TECHNOL AGR	ACTA TECHNOLOGICA AGRICULTURAE	1335-2555	0.8	0.086
ACTA THEOL	ACTA THEOLOGICA	1015-8758	0.1	0.162
ACTA TROP	ACTA TROPICA	0001-706X	2.5	0.596
ACTA TURISTICA	ACTA TURISTICA	0353-4316	0.4	0.065
ACTA U LODZ FOLIA AR	ACTA UNIVERSITATIS LODZIENSIS-FOLIA ARCHAEOLOGICA	0208-6034	0.1	0.0
ACTA U SAPIEN INFORM	ACTA UNIVERSITATIS SAPIENTIAE INFORMATICA	1844-6086	0.3	0.069
ACTA U SAPIENTIAE-FI	ACTA UNIVERSITATIS SAPIENTIAE-FILM AND MEDIA STUDIES	2065-5924	0.2	0.062
ACTA U SAPIENTIAE-MA	ACTA UNIVERSITATIS SAPIENTIAE-MATHEMATICA	1844-6094	0.6	0.165
ACTA UL FOL LITT POL	ACTA UNIVERSITATIS LODZIENSIS FOLIA LITTERARIA POLONICA	1505-9057	0.1	0.0
ACTA UL FOL LITT ROM	ACTA UNIVERSITATIS LODZIENSIS FOLIA LITTERARIA ROMANICA	1505-9065	0.0	0.0
ACTA UNIV CAROL THEO	ACTA UNIVERSITATIS CAROLINAE THEOLOGICA	1804-5588	0.2	0.0
ACTA VET BRNO	ACTA VETERINARIA BRNO	0001-7213	0.7	0.106
ACTA VET EURASIA	ACTA VETERINARIA EURASIA	2618-639X	0.4	0.072
ACTA VET HUNG	ACTA VETERINARIA HUNGARICA	0236-6290	0.8	0.181
ACTA VET SCAND	ACTA VETERINARIA SCANDINAVICA	0044-605X	1.7	0.377
ACTA VET-BEOGRAD	ACTA VETERINARIA-BEOGRAD	0567-8315	0.8	0.129
ACTA VIROL	ACTA VIROLOGICA	0001-723X	0.8	0.181
ACTA ZOOL ACAD SCI H	ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE	1217-8837	0.8	0.205
ACTA ZOOL BULGAR	ACTA ZOOLOGICA BULGARICA	0324-0770	0.5	0.096
ACTA ZOOL-STOCKHOLM	ACTA ZOOLOGICA	0001-7272	1.3	0.288
ACTAS DERMO-SIFILOGR	ACTAS DERMO-SIFILIOGRAFICAS	0001-7310	2.8	0.696
ACTAS ESP PSIQUIATRI	ACTAS ESPANOLAS DE PSIQUIATRIA	1139-9287	1.6	0.34
ACTAS UROL ESP	ACTAS UROLOGICAS ESPANOLAS	0210-4806	1.2	0.254
ACTES RECH SCI SOC	ACTES DE LA RECHERCHE EN SCIENCES SOCIALES	0335-5322	0.2	0.139
ACTION LEARN	ACTION LEARNING	1476-7333	1.5	0.08
ACTION RES-LONDON	ACTION RESEARCH	1476-7503	2.1	0.79
ACTIVITIES	ACTIVITES-REVUE ELECTRONIQUE	1765-2723	0.6	0.124
ACTUAL CONTAB FACES	ACTUALIDAD CONTABLE FACES	1316-8533	0.1	0.024
ACTUAL OSTEOL	ACTUALIZACIONES EN OSTEOLOGIA	1669-8975	0.1	0.021
ACTUAL PEDAGOG	ACTUALIDADES PEDAGOGICAS	0120-1700	0.2	0.03
ACTUAL PHARMACEUT	ACTUALITES PHARMACEUTIQUES	0515-3700	0.1	0.009
ACTUAL PSICOL	ACTUALIDADES EN PSICOLOGIA	0258-6444	0.4	0.13
ACTUATORS	ACTUATORS	N/A	2.3	0.403
ACUPUNCT HERB MED	ACUPUNCTURE AND HERBAL MEDICINE	2097-0226	4.3	0.723
ACUPUNCT MED	ACUPUNCTURE IN MEDICINE	0964-5284	2.6	0.58
ACUPUNCTURE ELECTRO	ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH	0360-1293	0.4	0.061
ACUTE CRIT CARE	ACUTE AND CRITICAL CARE	2586-6052	2.0	0.565
ACUTE MED SURG	ACUTE MEDICINE & SURGERY	2052-8817	1.3	0.454
AD ENVIRON RES	ADVANCES IN ENVIRONMENTAL RESEARCH-AN INTERNATIONAL JOURNAL	2234-1722	0.3	0.075
AD HOC NETW	AD HOC NETWORKS	1570-8705	4.8	0.752
AD HOC SENS WIREL NE	AD HOC & SENSOR WIRELESS NETWORKS	1551-9899	0.6	0.06
ADALYA	ADALYA	1301-2746	0.2	0.091
ADANSONIA	ADANSONIA	1280-8571	0.6	0.159
ADAPT BEHAV	ADAPTIVE BEHAVIOR	1059-7123	1.3	0.531
ADAPT HUM BEHAV PHYS	ADAPTIVE HUMAN BEHAVIOR AND PHYSIOLOGY	2198-7335	1.5	0.516
ADAPT PHYS ACT Q	ADAPTED PHYSICAL ACTIVITY QUARTERLY	0736-5829	1.6	0.518
ADAPTATION-UK	ADAPTATION-THE JOURNAL OF LITERATURE ON SCREEN STUDIES	1755-0637	0.4	0.536
ADCAIJ-ADV DISTRIB C	ADCAIJ-ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL	2255-2863	1.6	0.185
ADCOMUNICA	ADCOMUNICA-REVISTA CIENTIFICA DE ESTRATEGIAS TENDENCIAS E INNOVACION EN COMMUNICACION	2174-0992	0.7	0.171
ADDICT BEHAV	ADDICTIVE BEHAVIORS	0306-4603	3.6	1.263
ADDICT BEHAV REP	ADDICTIVE BEHAVIORS REPORTS	N/A	2.8	0.0
ADDICT BIOL	ADDICTION BIOLOGY	1355-6215	2.6	0.941
ADDICT NEUROSCI	ADDICTION NEUROSCIENCE	N/A	2.2	0.748
ADDICT RES THEORY	ADDICTION RESEARCH & THEORY	1606-6359	2.0	0.759
ADDICT SCI CLIN PRAC	ADDICTION SCIENCE & CLINICAL PRACTICE	1940-0640	3.2	1.218
ADDICTA	ADDICTA-THE TURKISH JOURNAL ON ADDICTIONS	2148-7286	0.4	0.195
ADDICTION	ADDICTION	0965-2140	5.3	2.165
ADDIT MANUF	ADDITIVE MANUFACTURING	2214-8604	11.1	2.207
ADDIT MANUF LETT	ADDITIVE MANUFACTURING LETTERS	2772-3690	4.7	0.922
ADEL LAW REV	ADELAIDE LAW REVIEW	0065-1915	0.3	0.139
ADEPTUS	ADEPTUS	2300-0783	0.0	0.022
ADICCIONES	ADICCIONES	0214-4840	1.8	0.482
ADIPOCYTE	ADIPOCYTE	2162-3945	3.1	0.751
ADM POLICY MENT HLTH	ADMINISTRATION AND POLICY IN MENTAL HEALTH AND MENTAL HEALTH SERVICES RESEARCH	0894-587X	2.7	0.961
ADM PUBLICA GEST SOC	ADMINISTRACAO PUBLICA E GESTAO SOCIAL	2175-5787	0.1	0.034
ADM SCI	ADMINISTRATIVE SCIENCES	N/A	3.1	0.486
ADMET DMPK	ADMET AND DMPK	1848-7718	4.3	0.552
ADMIN SCI QUART	ADMINISTRATIVE SCIENCE QUARTERLY	0001-8392	6.5	9.124
ADMIN SOC	ADMINISTRATION & SOCIETY	0095-3997	2.3	1.092
AD-MINIST	AD-MINISTER	1692-0279	0.3	0.057
ADMINISTRACAO	ADMINISTRACAO-ENSINO E PESQUISA	2177-6083	0.1	0.082
ADMINSTRATION	ADMINISTRATION	0001-8325	0.2	0.094
ADOLES PSYCHIAT-NETH	ADOLESCENT PSYCHIATRY	2210-6766	0.7	0.179
ADOLESC HEALTH MED T	ADOLESCENT HEALTH MEDICINE AND THERAPEUTICS	1179-318X	3.3	0.894
ADOLESC RES REV	ADOLESCENT RESEARCH REVIEW	2363-8346	8.1	2.124
ADOLESCENTS-BASEL	ADOLESCENTS	N/A	0.8	0.269
ADOPT FOSTER	ADOPTION AND FOSTERING	0308-5759	0.9	0.278
ADOPT Q	ADOPTION QUARTERLY	1092-6755	0.6	0.238
ADSORPT SCI TECHNOL	ADSORPTION SCIENCE & TECHNOLOGY	0263-6174	3.2	0.417
ADSORPTION	ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY	0929-5607	3.1	0.523
ADULT EDUC QUART	ADULT EDUCATION QUARTERLY	0741-7136	1.5	0.521
ADULT LEARN	ADULT LEARNING	1045-1595	1.3	0.349
ADV ACCOUNT	ADVANCES IN ACCOUNTING	0882-6110	1.5	0.342
ADV AERODYNAM	ADVANCES IN AERODYNAMICS	2097-3462	2.3	0.744
ADV AGR	ADVANCES IN AGRICULTURE	2356-654X	1.8	0.318
ADV AIRCR SPACECR SC	ADVANCES IN AIRCRAFT AND SPACECRAFT SCIENCE	2287-528X	0.7	0.092
ADV ANAT PATHOL	ADVANCES IN ANATOMIC PATHOLOGY	1072-4109	2.6	1.256
ADV APPL CERAM	ADVANCES IN APPLIED CERAMICS	1743-6753	1.6	0.4
ADV APPL CLIFFORD AL	ADVANCES IN APPLIED CLIFFORD ALGEBRAS	0188-7009	1.2	0.354
ADV APPL DISCRET MAT	ADVANCES AND APPLICATIONS IN DISCRETE MATHEMATICS	0974-1658	0.0	0.038
ADV APPL ENERGY	ADVANCES IN APPLIED ENERGY	2666-7924	13.8	2.986
ADV APPL MATH	ADVANCES IN APPLIED MATHEMATICS	0196-8858	1.3	0.849
ADV APPL MATH MECH	ADVANCES IN APPLIED MATHEMATICS AND MECHANICS	2070-0733	1.1	0.29
ADV APPL PROBAB	ADVANCES IN APPLIED PROBABILITY	0001-8678	1.2	0.781
ADV APPL STAT	ADVANCES AND APPLICATIONS IN STATISTICS	0972-3617	0.2	0.021
ADV ARCHAEOL PRACT	ADVANCES IN ARCHAEOLOGICAL PRACTICE	2326-3768	1.6	0.396
ADV ARTIF INTELL MAC	ADVANCES IN ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING	N/A	0.5	0.093
ADV ASTRON	ADVANCES IN ASTRONOMY	1687-7969	1.2	0.315
ADV ATMOS SCI	ADVANCES IN ATMOSPHERIC SCIENCES	0256-1530	5.5	1.645
ADV AUTISM	ADVANCES IN AUTISM	2056-3868	1.0	0.552
ADV BAMBOO SCI	ADVANCES IN BAMBOO SCIENCE	N/A	3.7	0.433
ADV BIOL REGUL	ADVANCES IN BIOLOGICAL REGULATION	2212-4926	2.4	0.0
ADV BIOL-GER	ADVANCED BIOLOGY	2701-0198	2.6	0.868
ADV BIOMED ENG	ADVANCED BIOMEDICAL ENGINEERING	2187-5219	0.8	0.136
ADV BIOMED RES-INDIA	ADVANCED BIOMEDICAL RESEARCH	2277-9175	1.0	0.269
ADV BRIDGE ENG	ADVANCES IN BRIDGE ENGINEERING	N/A	2.1	0.455
ADV BUILD ENERGY RES	ADVANCES IN BUILDING ENERGY RESEARCH	1751-2549	2.5	0.367
ADV CALC VAR	ADVANCES IN CALCULUS OF VARIATIONS	1864-8258	1.4	1.304
ADV CANCER BIOL-MET	ADVANCES IN CANCER BIOLOGY-METASTASIS	N/A	3.0	0.413
ADV CEM RES	ADVANCES IN CEMENT RESEARCH	0951-7197	1.3	0.35
ADV CHRONIC KIDNEY D	ADVANCES IN CHRONIC KIDNEY DISEASE	1548-5595	2.3	1.047
ADV CIV ARCHIT ENG	ADVANCES IN CIVIL AND ARCHITECTURAL ENGINEERING	2975-3848	0.5	0.057
ADV CIV ENG	ADVANCES IN CIVIL ENGINEERING	1687-8086	1.6	0.323
ADV CIV ENG MATER	ADVANCES IN CIVIL ENGINEERING MATERIALS	2379-1357	1.0	0.204
ADV CLIM CHANG RES	ADVANCES IN CLIMATE CHANGE RESEARCH	1674-9278	5.2	1.452
ADV CLIN EXP MED	ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE	1899-5276	1.9	0.442
ADV COGN PSYCHOL	ADVANCES IN COGNITIVE PSYCHOLOGY	1895-1171	0.9	0.369
ADV COLLOID INTERFAC	ADVANCES IN COLLOID AND INTERFACE SCIENCE	0001-8686	19.3	2.849
ADV COMPLEX SYST	ADVANCES IN COMPLEX SYSTEMS	0219-5259	1.0	0.249
ADV COMPOS HYBRID MA	ADVANCED COMPOSITES AND HYBRID MATERIALS	2522-0128	21.8	2.407
ADV COMPOS MATER	ADVANCED COMPOSITE MATERIALS	0924-3046	2.3	0.354
ADV COMPUT DES	ADVANCES IN COMPUTATIONAL DESIGN, AN INTERNATIONAL JOURNAL	2383-8477	0.6	0.093
ADV COMPUT MATH	ADVANCES IN COMPUTATIONAL MATHEMATICS	1019-7168	2.1	0.874
ADV CONCR CONSTR	ADVANCES IN CONCRETE CONSTRUCTION	2287-5301	1.8	0.226
ADV COND MATTER PHYS	ADVANCES IN CONDENSED MATTER PHYSICS	1687-8108	1.8	0.258
ADV CONTIN DISCRET M	ADVANCES IN CONTINUOUS AND DISCRETE MODELS	N/A	1.8	0.454
ADV DATA ANAL CLASSI	ADVANCES IN DATA ANALYSIS AND CLASSIFICATION	1862-5347	1.3	0.615
ADV DATA SCI ADAPT	ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS	2424-922X	0.9	0.144
ADV DEV HUM RESOUR	ADVANCES IN DEVELOPING HUMAN RESOURCES	1523-4223	2.4	0.653
ADV DIFFER EQU CONTR	ADVANCES IN DIFFERENTIAL EQUATIONS AND CONTROL PROCESSES	0974-3243	0.3	0.038
ADV DIFFERENTIAL EQU	ADVANCES IN DIFFERENTIAL EQUATIONS	1079-9389	1.9	1.036
ADV DIG MED	ADVANCES IN DIGESTIVE MEDICINE	2351-9797	0.4	0.054
ADV DRUG DELIVER REV	ADVANCED DRUG DELIVERY REVIEWS	0169-409X	17.6	3.592
ADV DUAL DIAGN	ADVANCES IN DUAL DIAGNOSIS	1757-0972	0.8	0.244
ADV EDUC	ADVANCED EDUCATION	2409-3351	0.6	0.125
ADV ELECTR COMPUT EN	ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING	1582-7445	0.7	0.099
ADV ELECTR ELECTRON	ADVANCES IN ELECTRICAL AND ELECTRONIC ENGINEERING	1336-1376	0.8	0.086
ADV ELECTROMAGN	ADVANCED ELECTROMAGNETICS	2119-0275	0.8	0.079
ADV ELECTRON MATER	ADVANCED ELECTRONIC MATERIALS	2199-160X	5.3	1.276
ADV EMERG NURS J	ADVANCED EMERGENCY NURSING JOURNAL	1931-4485	1.0	0.222
ADV ENERG SUST RES	ADVANCED ENERGY AND SUSTAINABILITY RESEARCH	2699-9412	5.7	1.244
ADV ENERGY MATER	ADVANCED ENERGY MATERIALS	1614-6832	26.0	5.57
ADV ENERGY RES	ADVANCES IN ENERGY RESEARCH	2287-6316	0.8	0.096
ADV ENG INFORM	ADVANCED ENGINEERING INFORMATICS	1474-0346	9.9	1.526
ADV ENG MATER	ADVANCED ENGINEERING MATERIALS	1438-1656	3.3	0.708
ADV ENG SOFTW	ADVANCES IN ENGINEERING SOFTWARE	0965-9978	5.7	0.935
ADV FIBER MATER	ADVANCED FIBER MATERIALS	2524-7921	21.3	2.921
ADV FUNCT MATER	ADVANCED FUNCTIONAL MATERIALS	1616-301X	19.0	3.69
ADV FUZZY SYST	ADVANCES IN FUZZY SYSTEMS	1687-7101	1.1	0.209
ADV GEODES GEOINFORM	ADVANCES IN GEODESY AND GEOINFORMATION	2720-7242	0.7	0.126
ADV GEO-ENERGY RES	ADVANCES IN GEO-ENERGY RESEARCH	2207-9963	10.0	0.0
ADV GEOM	ADVANCES IN GEOMETRY	1615-715X	0.5	0.516
ADV GERONTOL	ADVANCES IN GERONTOLOGY	2079-0570	0.5	0.107
ADV GROUP THEOR APPL	ADVANCES IN GROUP THEORY AND APPLICATIONS	2499-1287	0.2	0.313
ADV HEALTH SCI EDUC	ADVANCES IN HEALTH SCIENCES EDUCATION	1382-4996	3.3	1.236
ADV HEALTHC MATER	ADVANCED HEALTHCARE MATERIALS	2192-2640	9.6	1.852
ADV HIGH ENERGY PHYS	ADVANCES IN HIGH ENERGY PHYSICS	1687-7357	1.1	0.289
ADV HOSP TOUR RES-AH	ADVANCES IN HOSPITALITY AND TOURISM RESEARCH-AHTR	2147-9100	0.9	0.2
ADV HUM BIOL	ADVANCES IN HUMAN BIOLOGY	2321-8568	0.3	0.071
ADV HUM-COMPUT INTER	ADVANCES IN HUMAN-COMPUTER INTERACTION	1687-5893	1.9	0.471
ADV IND ENG POLY RES	ADVANCED INDUSTRIAL AND ENGINEERING POLYMER RESEARCH	2542-5048	12.0	0.0
ADV IND MANUF ENG	ADVANCES IN INDUSTRIAL AND MANUFACTURING ENGINEERING	2666-9129	6.0	0.843
ADV INTEGR MED	ADVANCES IN INTEGRATIVE MEDICINE	2212-9588	1.3	0.248
ADV INTELL SYST-GER	ADVANCED INTELLIGENT SYSTEMS	N/A	6.1	1.757
ADV KIDNEY DIS HEAL	ADVANCES IN KIDNEY DISEASE AND HEALTH	2949-8147	2.6	0.729
ADV LAB MED	ADVANCES IN LABORATORY MEDICINE-AVANCES EN MEDICINA DE LABORATORIO	N/A	0.9	0.303
ADV LIFE COURSE RES	ADVANCES IN LIFE COURSE RESEARCH	1569-4909	2.4	1.287
ADV LIFE SCI-PAK	ADVANCEMENTS IN LIFE SCIENCES	2310-5380	0.8	0.103
ADV MANUF	ADVANCES IN MANUFACTURING	2095-3127	3.8	0.758
ADV MANUF-POLYM COMP	ADVANCED MANUFACTURING-POLYMER & COMPOSITES SCIENCE	2055-0340	2.2	0.443
ADV MATER	ADVANCED MATERIALS	0935-9648	26.8	6.069
ADV MATER INTERFACES	ADVANCED MATERIALS INTERFACES	2196-7350	4.4	0.879
ADV MATER PROCESS	ADVANCED MATERIALS & PROCESSES	0882-7958	0.2	0.055
ADV MATER PROCESS TE	ADVANCES IN MATERIALS AND PROCESSING TECHNOLOGIES	2374-068X	2.1	0.266
ADV MATER RES-KR	ADVANCES IN MATERIALS RESEARCH-AN INTERNATIONAL JOURNAL	2234-0912	1.9	0.223
ADV MATER SCI	ADVANCES IN MATERIALS SCIENCE	2083-4799	1.0	0.206
ADV MATER TECHNOL-US	ADVANCED MATERIALS TECHNOLOGIES	2365-709X	6.2	1.388
ADV MATH	ADVANCES IN MATHEMATICS	0001-8708	1.5	1.743
ADV MATH COMMUN	ADVANCES IN MATHEMATICS OF COMMUNICATIONS	1930-5346	0.7	0.458
ADV MATH PHYS	ADVANCES IN MATHEMATICAL PHYSICS	1687-9120	1.1	0.17
ADV MECH ENG	ADVANCES IN MECHANICAL ENGINEERING	1687-8132	2.0	0.336
ADV MED EDUC PRACT	ADVANCES IN MEDICAL EDUCATION AND PRACTICE	1179-7258	1.7	0.53
ADV MED SCI-POLAND	ADVANCES IN MEDICAL SCIENCES	1896-1126	2.6	0.578
ADV MEMBR	ADVANCED MEMBRANES	N/A	9.5	1.462
