Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
154,ACTA ICHTHYOLOGICA ET PISCATORIA,ACTA ICHTHYOL PISCAT,0137-1592,499,0.629,0.562,0.806,0.107,56,7.2,13.5,0.00062,0.205,98.21,17.742,0.07654
155,ACTA INFORMATICA,ACTA INFORM,0001-5903,667,0.9,0.88,0.876,0.227,22,25.3,13.1,0.00081,0.575,100,11.859,0.10003
156,Acta Linguistica Hungarica,ACTA LINGUIST HUNGAR,1216-8076,155,0.222,0.156,0.322,0.87,23,11.2,16.6,0.00006,0.056,100,9.358,0.0078
157,ACTA MATERIALIA,ACTA MATER,1359-6454,"81,679",7.656,7.004,7.826,1.586,720,8,9.8,0.09203,1.887,100,93.075,11.22872
158,ACTA MATHEMATICA,ACTA MATH-DJURSHOLM,0001-5962,"4,569",2.458,2.375,3.75,0.333,9,42.6,15.6,0.00454,5.622,100,96.142,0.5543
159,ACTA MATHEMATICA HUNGARICA,ACTA MATH HUNG,0236-5294,"1,479",0.588,0.525,0.579,0.28,100,16.7,17.7,0.00237,0.36,100,28.241,0.28977
160,ACTA MATHEMATICA SCIENTIA,ACTA MATH SCI,0252-9602,"1,353",0.919,0.794,0.918,0.344,122,6.4,12.9,0.00255,0.318,100,58.796,0.31211
161,ACTA MATHEMATICA SINICA-ENGLISH SERIES,ACTA MATH SIN,1439-8516,"1,665",0.618,0.581,0.689,0.184,125,9.7,18.4,0.00348,0.413,100,22.412,0.42575
162,Acta Mathematicae Applicatae Sinica-English Series,ACTA MATH APPL SIN-E,0168-9673,729,0.791,0.785,0.628,0.258,66,8.2,15.7,0.00132,0.237,100,26.731,0.16131
163,ACTA MECHANICA,ACTA MECH,0001-5970,"6,589",2.102,1.876,2.133,0.611,252,7.4,10.7,0.00747,0.471,99.21,48.897,0.9125
164,ACTA MECHANICA SINICA,ACTA MECH SINICA-PRC,0567-7718,"2,057",1.897,1.538,1.878,0.265,102,6.7,9.5,0.00277,0.463,97.06,45.563,0.338
165,ACTA MECHANICA SOLIDA SINICA,ACTA MECH SOLIDA SIN,0894-9166,"1,218",2.008,1.983,1.798,0.596,57,6.4,9.6,0.00142,0.372,100,41.431,0.17329
166,Acta Medica Mediterranea,ACTA MEDICA MEDITERR,0393-6384,407,0.249,0.237,0.253,0.022,554,3.5,4.6,0.00075,0.045,97.47,4.545,0.09218
167,ACTA MEDICA OKAYAMA,ACTA MED OKAYAMA,0386-300X,847,0.642,0.582,0.754,0.091,77,9.5,8.6,0.00076,0.174,90.91,3.261,0.09275
168,Acta Medica Portuguesa,ACTA MEDICA PORT,1646-0758,783,0.628,0.538,0.686,0.405,111,5.3,7,0.00102,0.143,89.19,15.455,0.12547
169,ACTA METALLURGICA SINICA,ACTA METALL SIN,0412-1961,"2,237",0.938,0.739,0.903,0.193,161,8.1,8.8,0.00144,0.126,99.38,27.215,0.17658
170,Acta Metallurgica Sinica-English Letters,ACTA METALL SIN-ENGL,1006-7191,"2,015",2.09,1.565,1.894,0.5,154,4.3,7.6,0.00261,0.272,97.4,75.316,0.31919
171,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,ACTA MICROBIOL IMM H,1217-8950,485,1.086,0.864,1.233,0.286,42,5.8,7.7,0.00059,0.246,95.24,7.69,0.07317
172,Acta Microscopica,ACTA MICROSC,0798-4545,137,0.822,0.6,0.449,0.205,220,1.7,3.6,0.00001,0.012,99.55,5,0.00191
173,Acta Montanistica Slovaca,ACTA MONTAN SLOVACA,1335-1788,408,1.181,0.867,1.032,0.083,24,6.8,5.7,0.0002,0.086,100,24.351,0.02453
174,Acta Naturae,ACTA NATURAE,2075-8251,"1,023",1.36,1.22,2.543,0.065,46,5.2,8.1,0.00162,0.499,73.91,7.949,0.19816
175,ACTA NEUROBIOLOGIAE EXPERIMENTALIS,ACTA NEUROBIOL EXP,0065-1400,"1,154",1.541,1.446,1.495,0.15,40,9.6,10,0.00083,0.351,87.5,12.731,0.10151
176,ACTA NEUROCHIRURGICA,ACTA NEUROCHIR,0001-6268,"9,661",1.817,1.638,2.122,0.434,295,9.1,8.2,0.00983,0.557,91.86,36.348,1.19969
177,ACTA NEUROLOGICA BELGICA,ACTA NEUROL BELG,0300-9009,"1,230",1.989,1.921,2.054,0.776,67,4.4,7.7,0.00202,0.48,76.12,26.173,0.24671
178,ACTA NEUROLOGICA SCANDINAVICA,ACTA NEUROL SCAND,0001-6314,"6,983",2.684,2.542,2.683,1.077,117,11.3,7.4,0.00661,0.751,90.6,51.716,0.80744
179,ACTA NEUROPATHOLOGICA,ACTA NEUROPATHOL,0001-6322,"21,908",14.251,13.639,16.291,3.88,108,7.1,6.5,0.04074,5.836,79.63,97.988,4.97145
180,Acta Neuropathologica Communications,ACTA NEUROPATHOL COM,2051-5960,"4,070",6.27,5.973,6.142,1.171,199,3.5,6.9,0.01473,2.069,95.98,89.852,1.79772
181,ACTA NEUROPSYCHIATRICA,ACTA NEUROPSYCHIATR,1601-5215,930,3,2.842,2.274,0.667,42,5.1,9.3,0.00179,0.638,83.33,55.576,0.21933
182,ACTA NUMERICA,ACTA NUMER,0962-4929,"2,068",8.455,8.182,12.862,0.5,6,14.6,8.8,0.00327,8.949,100,99.846,0.39976
183,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,ACTA OBSTET GYN SCAN,0001-6349,"8,173",2.77,2.562,2.848,1.237,169,9.6,7.1,0.00954,0.936,78.7,72.561,1.16487
184,ACTA OCEANOLOGICA SINICA,ACTA OCEANOL SIN,0253-505X,"2,194",1.146,1.069,1.19,0.26,181,5.9,12.3,0.00329,0.29,100,26.515,0.40222
185,ACTA ODONTOLOGICA SCANDINAVICA,ACTA ODONTOL SCAND,0001-6357,"3,578",1.573,1.483,1.785,0.482,85,12.6,10,0.00281,0.437,88.24,41.209,0.34368
186,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,ACTA OECOL,1146-609X,"3,148",1.22,1.175,1.743,0.488,80,10.3,11.9,0.00279,0.502,96.25,23.512,0.34045
187,ACTA OECONOMICA,ACTA OECON,0001-6373,212,0.914,0.728,0.65,0.156,45,3.9,9.5,0.00015,0.052,100,28.437,0.01891
188,Acta of Bioengineering and Biomechanics,ACTA BIOENG BIOMECH,1509-409X,700,0.968,0.772,1.084,0.074,54,5.4,9.1,0.00085,0.189,100,11,0.1043
189,ACTA ONCOLOGICA,ACTA ONCOL,0284-186X,"7,798",3.701,3.271,3.516,0.94,200,6.2,6,0.01308,1.029,92.5,59.631,1.59668
190,ACTA OPHTHALMOLOGICA,ACTA OPHTHALMOL,1755-375X,"8,902",3.362,2.938,3.181,0.734,252,7.3,8.3,0.01264,0.894,90.48,82.5,1.54243
191,ACTA ORNITHOLOGICA,ACTA ORNITHOL,0001-6454,549,1.051,0.821,1.093,0.043,23,10.9,12.8,0.00045,0.333,100,58.929,0.05535
192,Acta Orthopaedica,ACTA ORTHOP,1745-3674,"8,747",2.965,2.645,3.544,0.481,104,12.3,7.1,0.00846,1.2,95.19,78.659,1.03293
193,Acta Orthopaedica Belgica,ACTA ORTHOP BELG,0001-6462,"1,868",0.296,0.296,0.753,0.02,51,11,11.4,0.00144,0.244,98.04,1.829,0.17659
194,Acta Orthopaedica et Traumatologica Turcica,ACTA ORTHOP TRAUMATO,1017-995X,"1,071",1.121,1.047,1.02,0.179,95,5.6,10.3,0.00189,0.272,97.89,22.561,0.23074
195,Acta Ortopedica Brasileira,ACTA ORTOP BRAS,1413-7852,515,0.57,0.537,0.735,0.032,62,6.2,10.8,0.00075,0.181,90.32,4.268,0.09161
196,ACTA OTO-LARYNGOLOGICA,ACTA OTO-LARYNGOL,0001-6489,"6,999",1.157,1.084,1.277,0.208,192,14.4,8.6,0.00491,0.37,93.75,25,0.59918
197,Acta Otorhinolaryngologica Italica,ACTA OTORHINOLARYNGO,0392-100X,"1,640",1.51,1.235,1.673,0.367,60,7.6,9.2,0.00182,0.403,85,39.286,0.22252
198,ACTA PAEDIATRICA,ACTA PAEDIATR,0803-5253,"13,189",2.111,1.945,2.439,0.683,287,11,7.8,0.01308,0.749,85.71,62.109,1.59593
199,ACTA PALAEONTOLOGICA POLONICA,ACTA PALAEONTOL POL,0567-7920,"2,141",1.682,1.589,1.668,0.316,57,11.3,18.7,0.00214,0.543,100,60.909,0.26159
200,ACTA PARASITOLOGICA,ACTA PARASITOL,1230-2821,"1,245",1.019,0.908,1.026,0.298,114,6.3,10.5,0.00198,0.29,100,14.103,0.24181
201,Acta Paulista de Enfermagem,ACTA PAUL ENFERM,0103-2100,909,0.512,0.407,0.777,0.044,90,7,4.6,0.00051,0.093,82.22,4.508,0.06282
203,ACTA PETROLOGICA SINICA,ACTA PETROL SIN,1000-0569,"8,490",1.265,0.818,1.73,0.518,228,8.9,11.4,0.00607,0.372,100,50,0.74115
204,ACTA PHARMACEUTICA,ACTA PHARMACEUT,1330-0075,"1,277",1.375,1.338,1.588,0.511,47,9.2,7.8,0.00069,0.27,72.34,13.519,0.08488
205,Acta Pharmaceutica Sinica B,ACTA PHARM SIN B,2211-3835,"3,560",7.097,6.224,7.865,1.92,100,3.7,5.9,0.00658,1.441,81,95.37,0.80343
206,ACTA PHARMACOLOGICA SINICA,ACTA PHARMACOL SIN,1671-4083,"9,668",5.064,4.924,4.588,1.525,162,7.1,7.5,0.00931,0.912,91.98,83.555,1.13621
207,ACTA PHYSICA POLONICA A,ACTA PHYS POL A,0587-4246,"3,931",0.579,0.534,0.548,0.051,449,5.6,10.7,0.00429,0.09,99.55,8.824,0.52387
208,ACTA PHYSICA POLONICA B,ACTA PHYS POL B,0587-4254,"1,943",0.651,0.608,0.597,0.272,180,10.3,8.9,0.00246,0.189,100,13.529,0.30097
209,ACTA PHYSICA SINICA,ACTA PHYS SIN-CH ED,1000-3290,"5,906",0.732,0.483,0.543,0.151,796,5.8,7.3,0.00492,0.072,96.86,17.059,0.60024
210,ACTA PHYSICA SLOVACA,ACTA PHYS SLOVACA,0323-0465,274,0,0,1.222,0,1,12.5,36.2,0.00008,0.391,100,0.588,0.01085
211,ACTA PHYSICO-CHIMICA SINICA,ACTA PHYS-CHIM SIN,1000-6818,"2,659",1.379,1.143,0.971,1.069,131,5.6,5.7,0.00259,0.158,78.63,14.78,0.31607
212,ACTA PHYSIOLOGIAE PLANTARUM,ACTA PHYSIOL PLANT,0137-5881,"6,492",1.76,1.682,2.078,0.26,196,6.4,9.6,0.00672,0.386,96.43,55.769,0.82023
213,Acta Physiologica,ACTA PHYSIOL,1748-1708,"5,106",5.542,4.231,4.889,1.91,100,5.5,9.3,0.00832,1.217,82,90.741,1.01609
214,Acta Phytotaxonomica et Geobotanica,ACTA PHYTOTAX GEOBOT,1346-7565,186,0.837,0.721,Not Available,0.318,22,9.3,16.4,0.00025,Not Available,95.45,22.436,0.0305
215,Acta Politica,ACTA POLIT,0001-6810,680,1.185,1.111,1.516,0.5,28,9.5,10.5,0.00121,0.778,100,43.611,0.14855
216,ACTA POLONIAE PHARMACEUTICA,ACTA POL PHARM,0001-6837,"2,019",0.456,0.402,0.761,0.079,114,8.6,9.1,0.00116,0.114,88.6,1.667,0.14161
217,ACTA POLYMERICA SINICA,ACTA POLYM SIN,****-****,"1,471",1.801,1.431,1.046,0.432,125,3.2,5.7,0.002,0.164,97.6,48.876,0.2443
218,Acta Polytechnica Hungarica,ACTA POLYTECH HUNG,1785-8860,833,1.219,0.837,0.946,0.154,117,4.9,7,0.00053,0.079,99.15,31.319,0.06556
219,ACTA PROTOZOOLOGICA,ACTA PROTOZOOL,0065-1583,588,0.556,0.556,0.792,0,7,13.7,11.6,0.00045,0.287,100,5.556,0.0552
220,ACTA PSYCHIATRICA SCANDINAVICA,ACTA PSYCHIAT SCAND,0001-690X,"13,539",5.362,5.169,5.706,1.484,93,14.4,8.3,0.01175,1.943,80.65,88.922,1.43361
222,ACTA PSYCHOLOGICA,ACTA PSYCHOL,0001-6918,"6,151",1.38,1.256,1.892,0.253,166,10.7,11.7,0.00703,0.736,100,21.264,0.85882
223,ACTA RADIOLOGICA,ACTA RADIOL,0284-1851,"4,438",1.635,1.582,1.613,0.493,205,8.6,7.8,0.00495,0.413,94.15,28.195,0.60446
224,Acta Reumatologica Portuguesa,ACTA REUMATOL PORT,0303-464X,460,1.183,1.113,1.222,0.136,22,5.7,8.4,0.0007,0.28,72.73,14.063,0.08547
225,Acta Scientiae Veterinariae,ACTA SCI VET,1678-0345,448,0.321,0.254,0.324,0.014,220,6.7,10.7,0.00047,0.061,99.55,11.62,0.05769
226,Acta Scientiarum Polonorum-Hortorum Cultus,ACTA SCI POL-HORTORU,1644-0692,643,0.616,0.5,0.715,0.048,104,5.8,11.5,0.00063,0.108,99.04,23.611,0.07753
227,ACTA SCIENTIARUM-AGRONOMY,ACTA SCI-AGRON,1807-8621,"1,049",1.034,0.983,1.234,0.3,60,6.7,9.3,0.00098,0.261,98.33,37.912,0.12009
228,ACTA SCIENTIARUM-TECHNOLOGY,ACTA SCI-TECHNOL,1806-2563,372,0.422,0.422,0.537,0.083,60,5.7,9.2,0.0004,0.088,100,11.972,0.0495
229,ACTA SOCIETATIS BOTANICORUM POLONIAE,ACTA SOC BOT POL,0001-6977,845,1,0.902,1.086,0.29,31,9.2,10.8,0.00075,0.272,96.77,28.846,0.09231
230,ACTA SOCIOLOGICA,ACTA SOCIOL,0001-6993,"1,123",1.273,1.205,2.096,0.481,27,13,11.5,0.00095,0.73,100,47,0.11697
231,ACTA TROPICA,ACTA TROP,0001-706X,"8,833",2.555,2.332,2.496,0.688,359,6.5,8.7,0.01417,0.713,89.42,74.192,1.7288
232,ACTA VETERINARIA BRNO,ACTA VET BRNO,0001-7213,857,0.566,0.538,0.658,0.033,60,11,10.7,0.0004,0.108,93.33,27.817,0.04923
233,ACTA VETERINARIA HUNGARICA,ACTA VET HUNG,0236-6290,798,0.991,0.897,1.092,0.119,59,9.1,9.2,0.0008,0.253,100,42.606,0.09791
234,ACTA VETERINARIA SCANDINAVICA,ACTA VET SCAND,0044-605X,"2,212",1.683,1.598,1.695,0.197,61,8.7,10.3,0.00232,0.432,95.08,72.887,0.28333
235,ACTA VETERINARIA-BEOGRAD,ACTA VET-BEOGRAD,0567-8315,335,0.693,0.58,0.629,0.05,40,7,9.4,0.00039,0.134,92.5,32.042,0.048
236,ACTA VIROLOGICA,ACTA VIROL,0001-723X,783,0.793,0.741,0.815,0.071,56,11.4,10.1,0.00074,0.217,91.07,4.054,0.09046
237,ACTA ZOOLOGICA,ACTA ZOOL-STOCKHOLM,0001-7272,"1,257",1.375,1.194,1.329,0.333,36,12.3,17.7,0.00094,0.358,88.89,44.494,0.11569
238,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,ACTA ZOOL ACAD SCI H,1217-8837,598,0.591,0.523,0.725,0.161,31,21.4,13.2,0.00032,0.233,100,15.179,0.03915
239,ACTA ZOOLOGICA BULGARICA,ACTA ZOOL BULGAR,0324-0770,512,0.354,0.323,0.39,0.495,99,5.6,15.3,0.00069,0.092,95.96,3.869,0.08455
240,ACTAS ESPANOLAS DE PSIQUIATRIA,ACTAS ESP PSIQUIATRI,1139-9287,619,1.681,1.468,1.543,0.174,23,8.4,9.7,0.00052,0.325,73.91,20.214,0.0635
241,Actas Urologicas Espanolas,ACTAS UROL ESP,0210-4806,760,0.873,0.726,0.838,0.101,79,6.1,7.3,0.00092,0.167,87.34,8.824,0.11248
242,ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,ACTES RECH SCI SOC,0335-5322,758,0.3,0.24,0.419,0.043,23,24.5,12.3,0.00041,0.222,100,9.722,0.0507
243,Action Research,ACTION RES-LONDON,1476-7503,551,0.729,0.604,1.317,0.857,28,9.1,9.4,0.00042,0.283,100,15.255,0.05236
244,Active Learning in Higher Education,ACT LEARN HIGH EDUC,1469-7874,849,3.118,3.088,3.902,1.059,17,7,11.6,0.00061,0.597,100,90.304,0.07539
245,Actuators,ACTUATORS,****-****,455,1.957,1.722,Not Available,0.461,76,2.7,7.8,0.00089,Not Available,90.79,52.344,0.10973
246,ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,ACUPUNCTURE ELECTRO,0360-1293,201,0.2,0.2,0.593,0,9,17.3,9.3,0.00005,0.071,100,1.354,0.00643
247,Acupuncture in Medicine,ACUPUNCT MED,0964-5284,"1,338",2.129,1.911,2.266,0.439,41,6,8.2,0.00143,0.392,82.93,58.929,0.17526
248,Ad Hoc & Sensor Wireless Networks,AD HOC SENS WIREL NE,1551-9899,327,0.851,0.644,0.669,0.263,38,4.4,6.8,0.0003,0.075,100,9.37,0.03684
249,Ad Hoc Networks,AD HOC NETW,1570-8705,"5,296",3.643,3.415,3.386,1.249,205,5.2,6,0.00563,0.553,98.54,71.271,0.68695
250,ADANSONIA,ADANSONIA,1280-8571,191,0.519,0.444,0.429,0.154,13,15.2,30.2,0.00016,0.16,100,9.188,0.0207
251,ADAPTED PHYSICAL ACTIVITY QUARTERLY,ADAPT PHYS ACT Q,0736-5829,"1,171",1.462,1.25,2.336,0.759,29,11.5,9.8,0.00073,0.517,93.1,30.662,0.08992
252,ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,607,0.929,0.714,1.185,0.517,29,10.3,10.8,0.00061,0.395,96.55,17.034,0.07551
254,ADDICTION,ADDICTION,0965-2140,"19,861",6.343,5.998,6.579,2.297,195,9,6.4,0.03082,2.519,91.79,92.883,3.76068
256,ADDICTION BIOLOGY,ADDICT BIOL,1355-6215,"4,329",4.121,3.965,3.962,2.434,106,5.1,8.9,0.00828,1.194,96.23,78.178,1.01125
257,ADDICTION RESEARCH & THEORY,ADDICT RES THEORY,1606-6359,"1,438",2.223,1.983,1.989,0.475,59,7.5,9.4,0.00198,0.555,96.61,59.848,0.24275
258,Addiction Science & Clinical Practice,ADDICT SCI CLIN PRAC,1940-0640,646,3.088,2.895,Not Available,0.205,44,4.9,6.9,0.00169,Not Available,90.91,71.944,0.20714
260,ADDICTIVE BEHAVIORS,ADDICT BEHAV,0306-4603,"13,899",3.645,3.249,3.546,0.93,427,7.3,7,0.02295,1.141,95.08,79.182,2.80107
262,Additive Manufacturing,ADDIT MANUF,2214-8604,"5,146",7.002,5.73,Not Available,1.163,331,2.3,4.9,0.01138,Not Available,95.47,89.936,1.38844
263,Adipocyte,ADIPOCYTE,2162-3945,806,3.146,3.042,Not Available,0.394,33,4.6,7.1,0.00189,Not Available,90.91,46.503,0.23176
264,ADMINISTRATION & SOCIETY,ADMIN SOC,0095-3997,"1,877",1.564,1.479,2.085,0.947,57,9.6,12.9,0.00178,0.543,100,40.625,0.21759
265,Administration and Policy in Mental Health and Mental Health Services Research,ADM POLICY MENT HLTH,0894-587X,"3,381",2.313,2.16,3.828,0.292,72,7,8.6,0.00666,1.353,93.06,68.768,0.8127
266,ADMINISTRATIVE LAW REVIEW,ADMIN LAW REV,0001-8368,586,2.059,1.971,1.875,1.1,10,13,4.8,0.00061,0.672,100,80.844,0.07455
267,ADMINISTRATIVE SCIENCE QUARTERLY,ADMIN SCI QUART,0001-8392,"19,233",8.391,7.804,9.88,2.679,28,23.5,14.1,0.00802,5.887,100,96.424,0.97939
268,ADSORPTION SCIENCE & TECHNOLOGY,ADSORPT SCI TECHNOL,0263-6174,"1,554",2.425,2.324,1.815,0.935,46,7.3,7.6,0.0012,0.267,95.65,53.162,0.14693
269,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,ADSORPTION,0929-5607,"3,052",1.949,1.785,2.639,0.469,145,7.8,9,0.00225,0.43,99.31,39.097,0.27495
270,ADULT EDUCATION QUARTERLY,ADULT EDUC QUART,0741-7136,937,1.968,1.774,2.224,0.176,17,12.9,9.8,0.00033,0.311,94.12,64.449,0.0407
271,ADVANCED COMPOSITE MATERIALS,ADV COMPOS MATER,0924-3046,837,1.881,1.298,1.742,0.4,50,6.3,10.6,0.00067,0.246,98,40.385,0.08236
272,ADVANCED COMPOSITES LETTERS,ADV COMPOS LETT,0963-6935,188,0.517,0.467,0.645,0.129,31,8.3,7.7,0.00014,0.094,100,1.923,0.01791
273,ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,0169-409X,"36,796",13.3,12.963,15.551,3.628,145,8.1,7.5,0.03317,3.462,0,98.704,4.04787
274,Advanced Electronic Materials,ADV ELECTRON MATER,2199-160X,"6,041",6.593,6.21,6.831,1.727,333,2.7,5.6,0.01743,1.731,90.99,79.688,2.12735
275,Advanced Energy Materials,ADV ENERGY MATER,1614-6832,"67,558",25.245,24.222,23.315,4.611,581,2.8,3.7,0.16891,5.434,92.25,96.716,20.60815
276,ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,1474-0346,"3,173",3.879,3.328,4.632,0.739,115,5.3,5.9,0.00339,0.774,93.91,78.8,0.4147
277,ADVANCED ENGINEERING MATERIALS,ADV ENG MATER,1438-1656,"10,078",3.217,3.026,3.248,0.838,364,7.4,7.2,0.01154,0.703,90.66,60.987,1.4086
278,ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,1616-301X,"116,431",16.836,16.176,15.722,3.171,"1,382",4.2,4.6,0.21413,3.643,92.91,95.322,26.1246
279,Advanced Healthcare Materials,ADV HEALTHC MATER,2192-2640,"11,883",7.367,7.108,6.964,1.731,297,3.3,6.2,0.02752,1.538,80.13,87.158,3.35745
280,ADVANCED MATERIALS,ADV MATER,0935-9648,"264,939",27.398,26.275,26.444,5.362,"1,255",4.6,4.8,0.4846,6.439,85.82,97.985,59.1212
281,ADVANCED MATERIALS & PROCESSES,ADV MATER PROCESS,0882-7958,552,0.359,0.346,0.338,0.119,42,12.7,10.2,0.00022,0.075,100,2.07,0.02721
282,Advanced Materials Interfaces,ADV MATER INTERFACES,2196-7350,"9,091",4.948,4.741,4.948,1.101,495,2.7,5.3,0.02329,1.069,92.53,76.45,2.84163
283,Advanced Materials Technologies,ADV MATER TECHNOL-US,2365-709X,"3,275",5.969,5.537,6.106,1.787,376,1.8,5.3,0.00746,1.394,88.83,80.414,0.91032
284,ADVANCED NONLINEAR STUDIES,ADV NONLINEAR STUD,1536-1365,778,1.533,1.467,1.469,0.395,38,6.2,13.3,0.0031,1.003,100,79.962,0.37842
285,Advanced Optical Materials,ADV OPT MATER,2195-1071,"13,352",8.286,7.602,8.224,2.216,523,2.6,5.2,0.03593,2.04,83.17,91.353,4.3846
286,ADVANCED POWDER TECHNOLOGY,ADV POWDER TECHNOL,0921-8831,"7,742",4.217,3.903,3.78,0.8,330,3.5,7,0.01081,0.578,98.79,79.371,1.31886
287,ADVANCED ROBOTICS,ADV ROBOTICS,0169-1864,"1,938",1.247,1.184,1.215,0.244,86,7.7,7.5,0.00191,0.273,98.84,16.071,0.23308
288,Advanced Science,ADV SCI,****-****,"14,599",15.84,15.512,15.627,2.579,485,2.2,4.7,0.03947,3.678,90.31,93.438,4.81613
289,Advanced Steel Construction,ADV STEEL CONSTR,1816-112X,367,1.317,1.067,1.257,0.133,45,5.9,9.5,0.00041,0.227,97.78,36.049,0.05043
290,Advanced Sustainable Systems,ADV SUSTAIN SYST,2366-7486,824,4.869,4.731,4.869,1.967,60,1.8,6,0.00187,1.026,90,71.674,0.22907
291,ADVANCED SYNTHESIS & CATALYSIS,ADV SYNTH CATAL,1615-4150,"25,512",5.851,5.309,5.2,2.016,616,5.3,6.1,0.03267,1.049,92.53,91.475,3.9865
292,Advanced Theory and Simulations,ADV THEOR SIMUL,****-****,432,2.951,2.63,2.951,1.131,168,1.1,8.2,0.0007,0.69,92.26,66.901,0.08613
293,Advancements of Microbiology,ADV MICROBIOL-NY,0079-4252,5,Not Available,0,Not Available,0.132,38,Not Available,8.9,0,Not Available,100,Not Available,0
294,Advances in Agronomy,ADV AGRON,0065-2113,"5,463",5.279,5.206,6.956,1.097,31,12,11.7,0.00322,1.616,0,98.352,0.3932
295,ADVANCES IN ANATOMIC PATHOLOGY,ADV ANAT PATHOL,1072-4109,"1,502",3.746,3.718,3.138,0.694,36,7.5,8.3,0.00226,0.99,5.56,81.41,0.27606
296,Advances in Anatomy Embryology and Cell Biology,ADV ANAT EMBRYOL CEL,0301-5556,548,1.593,1.593,2.107,1,6,6.3,12,0.00122,0.802,0,28.132,0.14946
297,Advances in Applied Ceramics,ADV APPL CERAM,1743-6753,"1,195",1.669,1.588,1.503,0.317,60,6.3,8.8,0.00141,0.307,95,58.929,0.17292
298,Advances in Applied Clifford Algebras,ADV APPL CLIFFORD AL,0188-7009,782,1.066,0.711,0.992,0.396,111,3.6,11.3,0.00116,0.192,100,36.302,0.14167
299,ADVANCES IN APPLIED MATHEMATICS,ADV APPL MATH,0196-8858,"1,390",0.952,0.884,0.916,0.203,69,13.5,13.2,0.00349,0.89,100,35.577,0.42659
300,Advances in Applied Mathematics and Mechanics,ADV APPL MATH MECH,2070-0733,687,1.961,1.875,1.432,0.465,71,3.3,11.4,0.00149,0.382,100,62.74,0.18228
301,Advances in Applied Mechanics,ADV APPL MECH,0065-2156,"1,504",8.333,7.667,5.417,0.333,3,29.5,9.2,0.00027,1.844,0,98.872,0.03408
302,Advances in Applied Microbiology,ADV APPL MICROBIOL,0065-2164,"1,789",3.343,3.286,5.205,0.75,16,10.1,11.7,0.00157,1.413,0,63.038,0.19157
303,ADVANCES IN APPLIED PROBABILITY,ADV APPL PROBAB,0001-8678,"1,987",0.73,0.713,0.875,0.098,41,23.2,12.2,0.00284,0.722,100,27.016,0.34724
304,Advances in Astronomy,ADV ASTRON,1687-7969,409,2.353,2.353,1.257,0.314,35,8.7,10.8,0.00043,0.464,94.29,52.206,0.05291
305,ADVANCES IN ATMOSPHERIC SCIENCES,ADV ATMOS SCI,0256-1530,"4,123",2.583,2.383,2.496,0.68,100,7.8,9.1,0.00638,0.834,98,52.151,0.77945
306,Advances In Atomic Molecular and Optical Physics,ADV ATOM MOL OPT PHY,1049-250X,834,4.235,4.235,3.512,0.667,3,14.3,10.8,0.00077,1.422,0,83.227,0.09418
307,Advances in Biochemical Engineering-Biotechnology,ADV BIOCHEM ENG BIOT,0724-6145,"2,221",2.289,2.1,3.049,1.157,51,9.3,8.1,0.0021,0.674,98.04,43.269,0.25664
308,Advances in Botanical Research,ADV BOT RES,0065-2296,"1,637",2.94,2.88,2.449,0.37,27,8.9,9.9,0.00173,0.637,0,77.991,0.21183
309,Advances in Calculus of Variations,ADV CALC VAR,1864-8258,231,1.275,1.25,1.237,2,19,3.5,12.6,0.00144,1.23,100,66.985,0.17615
310,Advances in Cancer Research,ADV CANCER RES,0065-230X,"2,711",5.235,5.191,6.866,1.107,28,6.7,7.4,0.00405,1.867,0,76.844,0.49474
311,Advances in Carbohydrate Chemistry and Biochemistry,ADV CARBOHYD CHEM BI,0065-2318,634,5.8,5.4,4.765,0.667,3,23.8,14,0.00034,1.603,0,87.684,0.04197
312,Advances in Catalysis,ADV CATAL,0360-0564,"1,510",7.545,7.545,9.611,Not Available,0,20,Not Available,0.00049,2.18,Not Available,81.447,0.06045
313,ADVANCES IN CEMENT RESEARCH,ADV CEM RES,0951-7197,"1,280",1.576,1.518,1.554,0.977,43,11.2,9.3,0.00109,0.348,100,35.119,0.13341
314,Advances in Chemical Physics,ADV CHEM PHYS,0065-2385,"1,935",2.267,2.267,1.879,Not Available,0,20.5,Not Available,0.00079,0.688,Not Available,55.405,0.09639
