Journal	JournalFullName	ISSN	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
ACSMS HEALTH FIT J	ACSMS HEALTH & FITNESS JOURNAL	1091-5397	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.099	0.104	0.106	0.086	0.041	0.044	0.051	0.048	0.082	0.113	0.113	0.152	0.219	0.224	0.209	0.254	0.254
ACT LEARN HIGH EDUC	ACTIVE LEARNING IN HIGHER EDUCATION	1469-7874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.431	0.546	0.597	1.285	1.235	1.226	1.226
ACTA ACUST	ACTA ACUSTICA	2681-4617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.351	0.351
ACTA ADRIAT	ACTA ADRIATICA	0001-5113	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.179	0.175	0.24	0.175	0.189	0.216	0.236	0.242	0.191	0.21	0.21
ACTA AGR SCAND A-AN	ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE	0906-4702	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.213	0.203	0.171	0.211	0.173	0.138	0.167	0.224	0.18	0.205	0.225	0.172	0.19	0.174	0.197	0.197
ACTA AGR SCAND B-S P	ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE	0906-4710	0.167	0.167	0.167	0.167	0.167	0.167	0.167	0.167	0.167	0.167	0.167	0.142	0.163	0.12	0.195	0.183	0.181	0.207	0.206	0.216	0.208	0.198	0.224	0.27	0.249	0.257	0.257
ACTA ALIMENT HUNG	ACTA ALIMENTARIA	0139-3006	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.096	0.091	0.088	0.11	0.094	0.093	0.074	0.087	0.094	0.065	0.084	0.077	0.13	0.123	0.125	0.125
ACTA AMAZON	ACTA AMAZONICA	0044-5967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.311	0.281	0.283	0.322	0.333	0.245	0.245
ACTA ANAESTH SCAND	ACTA ANAESTHESIOLOGICA SCANDINAVICA	0001-5172	0.449	0.449	0.449	0.449	0.449	0.449	0.449	0.449	0.449	0.449	0.449	0.458	0.54	0.606	0.606	0.684	0.699	0.799	0.753	0.793	0.714	0.722	0.724	0.746	0.729	0.779	0.779
ACTA APPL MATH	ACTA APPLICANDAE MATHEMATICAE	0167-8019	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.428	0.433	0.498	0.484	0.56	0.539	0.509	0.485	0.551	0.627	0.469	0.566	0.606	0.663	0.663
ACTA ARITH	ACTA ARITHMETICA	0065-1036	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.489	0.516	0.583	0.549	0.538	0.56	0.653	0.602	0.591	0.592	0.67	0.559	0.553	0.616	0.553	0.613	0.613
ACTA ASTRONAUT	ACTA ASTRONAUTICA	0094-5765	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.136	0.175	0.209	0.227	0.252	0.264	0.316	0.341	0.377	0.446	0.511	0.499	0.564	0.544	0.648	0.648
ACTA ASTRONOM	ACTA ASTRONOMICA	0001-5237	1.442	1.442	1.442	1.442	1.442	1.442	1.442	1.442	1.442	1.442	1.442	0.976	0.909	1.018	0.991	1.197	1.14	1.298	1.098	1.038	1.147	1.041	1.198	1.065	0.881	0.821	0.821
ACTA BIOCH BIOPH SIN	ACTA BIOCHIMICA ET BIOPHYSICA SINICA	1672-9145	0.188	0.188	0.188	0.188	0.188	0.188	0.188	0.188	0.188	0.188	0.188	0.228	0.311	0.372	0.39	0.482	0.561	0.539	0.519	0.527	0.534	0.55	0.621	0.68	0.657	0.632	0.632
ACTA BIOCHIM POL	ACTA BIOCHIMICA POLONICA	0001-527X	0.484	0.484	0.484	0.484	0.484	0.484	0.484	0.484	0.484	0.484	0.484	0.567	0.427	0.429	0.421	0.383	0.398	0.337	0.35	0.343	0.351	0.332	0.33	0.375	0.374	0.298	0.298
ACTA BIOENG BIOMECH	ACTA OF BIOENGINEERING AND BIOMECHANICS	1509-409X	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.168	0.18	0.188	0.158	0.209	0.189	0.241	0.216	0.192	0.192
ACTA BIOETH	ACTA BIOETHICA	1726-569X	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.012	0.012	0.017	0.035	0.059	0.03	0.011	0.028	0.03	0.095	0.085	0.077	0.077
ACTA BIOL COLOMB	ACTA BIOLOGICA COLOMBIANA	1900-1649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.116	0.116
ACTA BIOL CRACOV BOT	ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA	0001-5296	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.126	0.125	0.149	0.182	0.175	0.19	0.234	0.17	0.196	0.203	0.235	0.17	0.227	0.129	0.1	0.1
ACTA BIOMATER	ACTA BIOMATERIALIA	1742-7061	1.068	1.068	1.068	1.068	1.068	1.068	1.068	1.068	1.068	1.068	1.068	1.262	1.189	1.335	1.315	1.352	1.371	1.417	1.462	1.476	1.432	1.406	1.442	1.536	1.477	1.499	1.499
ACTA BIOQUIM CLIN L	ACTA BIOQUIMICA CLINICA LATINOAMERICANA	0325-2957	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.018	0.006	0.023	0.021	0.02	0.019	0.031	0.016	0.021	0.018	0.012	0.01	0.034	0.01	0.019	0.019
ACTA BIOTHEOR	ACTA BIOTHEORETICA	0001-5342	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.476	0.375	0.444	0.573	0.401	0.441	0.22	0.302	0.267	0.277	0.258	0.244	0.291	0.239	0.277	0.277
ACTA BOT BRAS	ACTA BOTANICA BRASILICA	0102-3306	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.206	0.227	0.226	0.222	0.285	0.249	0.369	0.38	0.337	0.337
ACTA BOT CROAT	ACTA BOTANICA CROATICA	0365-0588	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.117	0.235	0.197	0.181	0.198	0.251	0.241	0.244	0.175	0.246	0.246
ACTA BOT MEX	ACTA BOTANICA MEXICANA	0187-7151	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.067	0.097	0.126	0.148	0.226	0.194	0.164	0.164	0.177	0.182	0.171	0.171
ACTA CARDIOL	ACTA CARDIOLOGICA	0001-5385	0.172	0.172	0.172	0.172	0.172	0.172	0.172	0.172	0.172	0.172	0.172	0.166	0.16	0.157	0.159	0.173	0.164	0.206	0.18	0.195	0.259	0.224	0.337	0.307	0.387	0.366	0.366
ACTA CARDIOL SIN	ACTA CARDIOLOGICA SINICA	1011-6842	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.055	0.05	0.049	0.061	0.134	0.157	0.0	0.286	0.304	0.337	0.337
ACTA CARSOLOGICA	ACTA CARSOLOGICA	0583-6050	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.274	0.284	0.245	0.23	0.243	0.213	0.417	0.343	0.163	0.181	0.181
ACTA CHIM SINICA	ACTA CHIMICA SINICA	0567-7351	0.113	0.113	0.113	0.113	0.113	0.113	0.113	0.113	0.113	0.113	0.113	0.096	0.08	0.072	0.067	0.067	0.075	0.118	0.135	0.167	0.198	0.244	0.268	0.251	0.263	0.237	0.237
ACTA CHIM SLOV	ACTA CHIMICA SLOVENICA	1318-0207	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.239	0.238	0.311	0.262	0.213	0.179	0.161	0.162	0.147	0.151	0.146	0.144	0.169	0.169	0.128	0.128
ACTA CHIR BELG	ACTA CHIRURGICA BELGICA	0001-5458	0.119	0.119	0.119	0.119	0.119	0.119	0.119	0.119	0.119	0.119	0.119	0.138	0.143	0.136	0.14	0.142	0.142	0.124	0.134	0.15	0.129	0.138	0.16	0.219	0.217	0.231	0.231
ACTA CHIR ORTHOP TR	ACTA CHIRURGIAE ORTHOPAEDICAE ET TRAUMATOLOGIAE CECHOSLOVACA	0001-5415	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.099	0.129	0.114	0.13	0.13	0.106	0.117	0.087	0.082	0.082
ACTA CHIROPTEROL	ACTA CHIROPTEROLOGICA	1508-1109	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.35	0.329	0.331	0.365	0.302	0.337	0.341	0.341	0.293	0.36	0.379	0.355	0.344	0.364	0.28	0.28
ACTA CHROMATOGR	ACTA CHROMATOGRAPHICA	1233-2356	0.182	0.182	0.182	0.182	0.182	0.182	0.182	0.182	0.182	0.182	0.182	0.209	0.184	0.22	0.209	0.192	0.135	0.1	0.119	0.158	0.131	0.115	0.164	0.165	0.15	0.19	0.19
ACTA CIR BRAS	ACTA CIRURGICA BRASILEIRA	0102-8650	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.133	0.145	0.172	0.166	0.159	0.191	0.178	0.187	0.241	0.209	0.195	0.195
ACTA CLIN BELG	ACTA CLINICA BELGICA	1784-3286	0.174	0.174	0.174	0.174	0.174	0.174	0.174	0.174	0.174	0.174	0.174	0.274	0.234	0.205	0.263	0.198	0.162	0.144	0.168	0.174	0.219	0.223	0.249	0.247	0.341	0.345	0.345
ACTA CLIN CROAT	ACTA CLINICA CROATICA	0353-9466	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.081	0.088	0.086	0.102	0.111	0.082	0.1	0.12	0.157	0.194	0.215	0.215
ACTA CRYSTALLOGR A	ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES	2053-2733	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.011	1.09	6.996	8.563	9.56	4.946	4.655	0.935	0.835	1.164	1.209	1.244	0.908	1.008	0.86	0.721	0.721
ACTA CRYSTALLOGR B	ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS	2052-5206	1.284	1.284	1.284	1.284	1.284	1.284	1.284	1.284	1.284	1.284	1.284	0.872	0.754	0.747	0.89	0.828	0.586	0.729	0.694	0.732	1.052	1.123	1.037	1.296	1.122	0.486	0.486
ACTA CRYSTALLOGR C	ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY	2053-2296	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.169	0.158	0.157	0.123	0.083	0.084	0.063	0.084	0.299	0.555	0.724	1.057	1.356	0.15	0.116	0.116
ACTA CRYSTALLOGR D	ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY	2059-7983	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.975	1.069	1.811	3.711	3.751	5.014	4.719	4.987	2.32	1.852	1.385	1.672	2.985	3.951	3.966	3.966
ACTA CRYSTALLOGR F	ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS	2053-230X	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.216	0.216	0.216	0.181	0.182	0.185	0.173	0.213	0.219	0.288	0.291	0.318	0.365	0.342	0.291	0.291
ACTA CYTOL	ACTA CYTOLOGICA	0001-5547	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.204	0.35	0.193	0.172	0.191	0.233	0.233	0.233	0.0	0.0	0.0	0.0	0.491	0.548	0.521	0.521
ACTA DERMATOVENER CR	ACTA DERMATOVENEROLOGICA CROATICA	1330-027X	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.128	0.13	0.162	0.165	0.204	0.18	0.232	0.311	0.358	0.255	0.255
ACTA DERM-VENEREOL	ACTA DERMATO-VENEREOLOGICA	0001-5555	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.658	0.577	0.701	0.711	0.917	1.194	1.26	1.143	1.254	1.2	1.171	1.076	0.966	1.225	1.015	1.11	1.11
ACTA DIABETOL	ACTA DIABETOLOGICA	0940-5429	0.354	0.354	0.354	0.354	0.354	0.354	0.354	0.354	0.354	0.354	0.354	0.35	0.419	0.527	0.521	0.799	0.694	0.656	0.731	0.8	0.795	0.801	0.856	0.934	0.943	0.988	0.988
ACTA ENDOCRINOL-BUCH	ACTA ENDOCRINOLOGICA-BUCHAREST	1841-0987	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.014	0.025	0.017	0.02	0.036	0.035	0.077	0.144	0.211	0.193	0.193
ACTA ENT MUS NAT PRA	ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE	0374-1036	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.185	0.205	0.2	0.191	0.231	0.221	0.239	0.186	0.186
ACTA ETHOL	ACTA ETHOLOGICA	0873-9749	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.428	0.414	0.393	0.356	0.354	0.362	0.505	0.379	0.394	0.485	0.375	0.29	0.29
ACTA GASTRO-ENT BELG	ACTA GASTRO-ENTEROLOGICA BELGICA	1784-3227	0.184	0.184	0.184	0.184	0.184	0.184	0.184	0.184	0.184	0.184	0.184	0.152	0.196	0.208	0.202	0.167	0.215	0.216	0.198	0.194	0.205	0.157	0.13	0.182	0.237	0.295	0.295
ACTA GEOD GEOPHYS	ACTA GEODAETICA ET GEOPHYSICA	2213-5812	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.128	0.13	0.195	0.213	0.234	0.221	0.423	0.37	0.287	0.287
ACTA GEODYN GEOMATER	ACTA GEODYNAMICA ET GEOMATERIALIA	1214-9705	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.157	0.208	0.16	0.175	0.172	0.237	0.215	0.262	0.231	0.18	0.18
ACTA GEOGR SLOV	ACTA GEOGRAPHICA SLOVENICA-GEOGRAFSKI ZBORNIK	1581-6613	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.04	0.039	0.083	0.069	0.193	0.065	0.129	0.124	0.094	0.101	0.18	0.156	0.229	0.229
ACTA GEOL POL	ACTA GEOLOGICA POLONICA	0001-5709	0.247	0.247	0.247	0.247	0.247	0.247	0.247	0.247	0.247	0.247	0.247	0.247	0.247	0.302	0.263	0.381	0.261	0.317	0.378	0.355	0.361	0.344	0.335	0.362	0.323	0.441	0.441
ACTA GEOL SIN-ENGL	ACTA GEOLOGICA SINICA-ENGLISH EDITION	1000-9515	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.332	0.253	0.283	0.26	0.321	0.471	0.365	0.341	0.278	0.463	0.463	0.548	0.545	0.585	0.678	0.678
ACTA GEOPHYS	ACTA GEOPHYSICA	1895-6572	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.259	0.412	0.488	0.366	0.337	0.387	0.295	0.236	0.292	0.352	0.381	0.41	0.41
ACTA GEOTECH	ACTA GEOTECHNICA	1861-1125	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.616	0.643	0.837	1.037	0.908	0.958	1.102	1.375	1.231	1.276	1.276
ACTA GEOTECH SLOV	ACTA GEOTECHNICA SLOVENICA	1854-0171	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.098	0.113	0.144	0.072	0.135	0.147	0.068	0.145	0.134	0.14	0.14
ACTA HAEMATOL-BASEL	ACTA HAEMATOLOGICA	0001-5792	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.361	0.348	0.35	0.369	0.351	0.335	0.317	0.264	0.272	0.295	0.297	0.295	0.432	0.497	0.549	0.549
ACTA HERPETOL	ACTA HERPETOLOGICA	1827-9635	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.176	0.212	0.213	0.234	0.231	0.231	0.277	0.285	0.187	0.187
ACTA HISTOCHEM	ACTA HISTOCHEMICA	0065-1281	0.307	0.307	0.307	0.307	0.307	0.307	0.307	0.307	0.307	0.307	0.307	0.279	0.356	0.398	0.388	0.391	0.392	0.402	0.321	0.33	0.371	0.356	0.381	0.478	0.429	0.446	0.446
ACTA HISTOCHEM CYTOC	ACTA HISTOCHEMICA ET CYTOCHEMICA	0044-5991	0.105	0.105	0.105	0.105	0.105	0.105	0.105	0.105	0.105	0.105	0.105	0.122	0.21	0.258	0.34	0.429	0.272	0.279	0.324	0.287	0.323	0.247	0.198	0.224	0.278	0.433	0.433
ACTA HISTRIAE	ACTA HISTRIAE	1318-0185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.015	0.0	0.079	0.311	0.164	0.164
ACTA ICHTHYOL PISCAT	ACTA ICHTHYOLOGICA ET PISCATORIA	0137-1592	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.186	0.221	0.266	0.267	0.193	0.232	0.205	0.249	0.23	0.197	0.197
ACTA INFORM	ACTA INFORMATICA	0001-5903	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.512	0.442	0.505	0.599	0.499	0.357	0.354	0.288	0.442	0.265	0.448	0.373	0.575	0.586	0.511	0.467	0.467
ACTA MATER	ACTA MATERIALIA	1359-6454	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.834	1.781	1.754	1.709	1.711	1.575	1.677	1.741	1.665	1.673	1.815	1.887	2.078	2.007	2.047	2.047
ACTA MATH APPL SIN-E	ACTA MATHEMATICAE APPLICATAE SINICA-ENGLISH SERIES	0168-9673	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.225	0.246	0.194	0.183	0.189	0.152	0.237	0.291	0.19	0.213	0.213
ACTA MATH HUNG	ACTA MATHEMATICA HUNGARICA	0236-5294	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.343	0.377	0.358	0.308	0.359	0.31	0.321	0.307	0.352	0.318	0.346	0.397	0.36	0.412	0.467	0.47	0.47
ACTA MATH SCI	ACTA MATHEMATICA SCIENTIA	0252-9602	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.157	0.134	0.153	0.194	0.204	0.235	0.298	0.256	0.244	0.262	0.328	0.318	0.425	0.405	0.376	0.376
ACTA MATH SIN	ACTA MATHEMATICA SINICA-ENGLISH SERIES	1439-8516	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.367	0.379	0.32	0.351	0.379	0.318	0.353	0.299	0.333	0.367	0.388	0.413	0.509	0.466	0.45	0.45
ACTA MATH-DJURSHOLM	ACTA MATHEMATICA	0001-5962	4.286	4.286	4.286	4.286	4.286	4.286	4.286	4.286	4.286	4.286	4.286	3.343	4.531	5.568	5.916	6.443	7.489	5.996	6.454	6.32	5.541	5.252	5.622	5.514	6.582	8.289	8.289
ACTA MECH	ACTA MECHANICA	0001-5970	0.419	0.419	0.419	0.419	0.419	0.419	0.419	0.419	0.419	0.419	0.419	0.535	0.531	0.456	0.496	0.484	0.492	0.519	0.515	0.553	0.526	0.489	0.471	0.501	0.465	0.442	0.442
ACTA MECH SINICA-PRC	ACTA MECHANICA SINICA	0567-7718	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.245	0.306	0.313	0.272	0.361	0.326	0.36	0.425	0.402	0.463	0.428	0.467	0.54	0.54
ACTA MECH SOLIDA SIN	ACTA MECHANICA SOLIDA SINICA	0894-9166	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.168	0.161	0.178	0.211	0.341	0.332	0.408	0.408	0.333	0.389	0.344	0.372	0.408	0.39	0.378	0.378
ACTA MED OKAYAMA	ACTA MEDICA OKAYAMA	0386-300X	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.249	0.253	0.255	0.202	0.216	0.224	0.226	0.198	0.23	0.181	0.169	0.174	0.213	0.221	0.153	0.153
ACTA MEDICA MEDITERR	ACTA MEDICA MEDITERRANEA	0393-6384	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.009	0.006	0.011	0.021	0.035	0.033	0.046	0.045	0.054	0.034	0.034	0.034
ACTA MEDICA PORT	ACTA MEDICA PORTUGUESA	0870-399X	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.068	0.091	0.076	0.112	0.127	0.143	0.143	0.273	0.239	0.255	0.255
ACTA METALL SIN	ACTA METALLURGICA SINICA	0412-1961	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.098	0.096	0.097	0.097	0.102	0.117	0.128	0.111	0.117	0.129	0.135	0.126	0.162	0.179	0.247	0.247
ACTA METALL SIN-ENGL	ACTA METALLURGICA SINICA-ENGLISH LETTERS	1006-7191	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.193	0.214	0.234	0.3	0.272	0.315	0.346	0.439	0.439
ACTA MICROBIOL IMM H	ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA	1217-8950	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.133	0.135	0.178	0.147	0.197	0.246	0.291	0.309	0.292	0.292
ACTA MONTAN SLOVACA	ACTA MONTANISTICA SLOVACA	1335-1788	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.057	0.065	0.072	0.063	0.062	0.065	0.086	0.14	0.155	0.145	0.145
ACTA NATURAE	ACTA NATURAE	2075-8251	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.278	0.406	0.415	0.487	0.536	0.499	0.481	0.379	0.4	0.4
ACTA NEUROBIOL EXP	ACTA NEUROBIOLOGIAE EXPERIMENTALIS	0065-1400	0.329	0.329	0.329	0.329	0.329	0.329	0.329	0.329	0.329	0.329	0.329	0.359	0.401	0.428	0.452	0.478	0.512	0.438	0.507	0.506	0.344	0.406	0.351	0.397	0.309	0.327	0.327
ACTA NEUROCHIR	ACTA NEUROCHIRURGICA	0001-6268	0.446	0.446	0.446	0.446	0.446	0.446	0.446	0.446	0.446	0.446	0.446	0.47	0.537	0.531	0.54	0.501	0.523	0.541	0.527	0.565	0.548	0.501	0.557	0.596	0.656	0.645	0.645
ACTA NEUROL BELG	ACTA NEUROLOGICA BELGICA	0300-9009	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.166	0.18	0.212	0.201	0.191	0.17	0.164	0.231	0.294	0.328	0.447	0.389	0.48	0.552	0.533	0.564	0.564
ACTA NEUROL SCAND	ACTA NEUROLOGICA SCANDINAVICA	0001-6314	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.686	0.714	0.674	0.683	0.666	0.648	0.739	0.758	0.804	0.858	0.784	0.751	0.872	0.909	0.878	0.878
ACTA NEUROPATHOL	ACTA NEUROPATHOLOGICA	0001-6322	0.872	0.872	0.872	0.872	0.872	0.872	0.872	0.872	0.872	0.872	0.872	1.196	1.391	1.93	2.328	2.87	3.082	3.483	4.07	4.414	5.208	5.592	5.836	6.589	6.282	5.472	5.472
ACTA NEUROPATHOL COM	ACTA NEUROPATHOLOGICA COMMUNICATIONS	2051-5960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.354	2.355	2.355
ACTA NEUROPSYCHIATR	ACTA NEUROPSYCHIATRICA	1601-5215	0.193	0.193	0.193	0.193	0.193	0.193	0.193	0.193	0.193	0.193	0.193	0.189	0.196	0.177	0.167	0.16	0.183	0.195	0.194	0.337	0.437	0.479	0.638	0.694	0.821	0.864	0.864
ACTA NUMER	ACTA NUMERICA	0962-4929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.388	8.676	8.949	8.625	8.124	10.646	10.646
ACTA OBSTET GYN SCAN	ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA	0001-6349	0.471	0.471	0.471	0.471	0.471	0.471	0.471	0.471	0.471	0.471	0.471	0.487	0.502	0.494	0.545	0.603	0.681	0.738	0.771	0.854	0.851	0.892	0.936	1.071	1.346	1.274	1.274
ACTA OCEANOL SIN	ACTA OCEANOLOGICA SINICA	0253-505X	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.168	0.151	0.157	0.158	0.194	0.224	0.225	0.252	0.225	0.21	0.29	0.31	0.298	0.314	0.314
