Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
ACTA HAEMATOLOGICA,ACTA HAEMATOL-BASEL,0001-5792,"2,175",2.195,2.098,1.767,1.976,84,9.5,6.3,0.001580,0.432,70.24,20.395,0.33183
Acta Herpetologica,ACTA HERPETOL,1827-9635,327,0.848,0.804,0.959,0.222,9,7.7,13.1,0.000340,0.277,100.00,22.000,0.07237
ACTA HISTOCHEMICA,ACTA HISTOCHEM,0065-1281,"2,900",2.479,2.350,2.456,0.560,134,6.3,8.8,0.002520,0.478,95.52,20.769,0.52913
ACTA HISTOCHEMICA ET CYTOCHEMICA,ACTA HISTOCHEM CYTOC,0044-5991,503,1.938,1.563,1.250,0.375,16,8.8,9.5,0.000230,0.224,87.50,10.000,0.04835
Acta Histriae,ACTA HISTRIAE,1318-0185,88,0.161,0.115,0.197,0.028,36,Not Available,19.0,0.000180,0.079,100.00,6.436,0.03807
ACTA ICHTHYOLOGICA ET PISCATORIA,ACTA ICHTHYOL PISCAT,0137-1592,682,0.928,0.829,1.008,0.186,59,7.5,12.4,0.000650,0.249,100.00,20.156,0.13814
ACTA INFORMATICA,ACTA INFORM,0001-5903,622,0.375,0.354,0.836,0.171,41,26.1,12.6,0.000690,0.586,100.00,2.160,0.14659
Acta Linguistica Hungarica,ACTA LINGUIST HUNGAR,1216-8076,219,0.523,0.432,0.500,0.526,19,12.3,17.1,0.000340,0.342,100.00,22.539,0.07240
ACTA MATERIALIA,ACTA MATER,1359-6454,"96,608",8.203,7.435,9.277,1.825,818,7.9,9.6,0.083140,2.078,99.88,91.227,17.42005
ACTA MATHEMATICA,ACTA MATH-DJURSHOLM,0001-5962,"5,234",4.273,4.273,4.483,0.909,11,44.2,20.0,0.003290,5.514,100.00,98.636,0.68993
ACTA MATHEMATICA HUNGARICA,ACTA MATH HUNG,0236-5294,"1,739",0.623,0.546,0.656,0.233,133,16.0,18.5,0.002190,0.412,100.00,18.636,0.46051
ACTA MATHEMATICA SCIENTIA,ACTA MATH SCI,0252-9602,"1,746",1.258,1.164,1.157,0.266,124,7.1,13.5,0.002640,0.425,100.00,67.727,0.55469
ACTA MATHEMATICA SINICA-ENGLISH SERIES,ACTA MATH SIN,1439-8516,"2,052",0.955,0.915,0.856,0.207,121,10.3,14.5,0.003270,0.509,100.00,38.112,0.68688
Acta Mathematicae Applicatae Sinica-English Series,ACTA MATH APPL SIN-E,0168-9673,967,1.102,1.088,0.776,0.214,70,9.1,13.9,0.001240,0.291,100.00,36.415,0.26101
ACTA MECHANICA,ACTA MECH,0001-5970,"8,189",2.698,2.284,2.505,0.778,334,7.2,10.5,0.006640,0.501,99.40,57.721,1.39117
ACTA MECHANICA SINICA,ACTA MECH SINICA-PRC,0567-7718,"2,455",1.975,1.593,1.983,0.709,110,7.2,8.8,0.002090,0.428,93.64,38.019,0.43905
ACTA MECHANICA SOLIDA SINICA,ACTA MECH SOLIDA SIN,0894-9166,"1,500",2.161,1.982,2.033,0.663,83,7.2,9.8,0.001250,0.408,100.00,36.726,0.26303
Acta Medica Mediterranea,ACTA MEDICA MEDITERR,0393-6384,621,0.219,0.210,0.308,0.032,602,3.9,3.9,0.000920,0.054,97.67,4.438,0.19341
ACTA MEDICA OKAYAMA,ACTA MED OKAYAMA,0386-300X,"1,046",0.892,0.856,0.925,0.076,79,9.9,8.7,0.000810,0.213,94.94,6.786,0.17129
Acta Medica Portuguesa,ACTA MEDICA PORT,1646-0758,"1,179",1.141,1.039,1.078,1.192,104,5.0,6.0,0.001580,0.273,86.54,23.964,0.33181
ACTA METALLURGICA SINICA,ACTA METALL SIN,0412-1961,"2,454",1.251,1.027,1.118,0.632,155,7.3,9.2,0.001450,0.162,96.13,34.375,0.30487
Acta Metallurgica Sinica-English Letters,ACTA METALL SIN-ENGL,1006-7191,"2,759",2.755,1.983,2.279,1.035,228,4.0,6.6,0.002480,0.315,94.74,76.875,0.52052
ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,ACTA MICROBIOL IMM H,1217-8950,662,2.048,1.904,1.717,0.524,42,5.1,7.6,0.000590,0.291,95.24,12.518,0.12421
Acta Montanistica Slovaca,ACTA MONTAN SLOVACA,1335-1788,497,1.413,1.173,1.275,0.391,23,5.8,5.3,0.000270,0.140,100.00,27.901,0.05820
Acta Naturae,ACTA NATURAE,2075-8251,"1,309",1.845,1.732,2.467,0.170,47,6.0,8.2,0.001280,0.481,53.19,8.974,0.26874
ACTA NEUROBIOLOGIAE EXPERIMENTALIS,ACTA NEUROBIOL EXP,0065-1400,"1,355",1.579,1.553,1.734,0.316,38,9.9,9.7,0.000750,0.397,84.21,8.242,0.15746
ACTA NEUROCHIRURGICA,ACTA NEUROCHIR,0001-6268,"11,865",2.216,1.943,2.466,1.084,466,9.0,8.2,0.008690,0.596,90.56,34.432,1.82124
ACTA NEUROLOGICA BELGICA,ACTA NEUROL BELG,0300-9009,"1,689",2.396,2.281,2.385,0.830,247,4.5,8.6,0.002090,0.552,84.62,25.933,0.43940
ACTA NEUROLOGICA SCANDINAVICA,ACTA NEUROL SCAND,0001-6314,"8,457",3.209,3.046,3.283,1.176,176,11.1,7.4,0.006230,0.872,84.09,48.317,1.30706
ACTA NEUROPATHOLOGICA,ACTA NEUROPATHOL,0001-6322,"28,031",17.088,16.442,20.906,4.570,135,7.2,7.0,0.036970,6.589,85.93,98.080,7.74745
Acta Neuropathologica Communications,ACTA NEUROPATHOL COM,2051-5960,"6,580",7.801,7.542,8.064,1.162,204,3.5,7.3,0.016320,2.541,94.12,89.927,3.42015
ACTA NEUROPSYCHIATRICA,ACTA NEUROPSYCHIATR,1601-5215,"1,241",3.403,3.195,2.820,2.222,36,5.4,8.4,0.001550,0.694,75.00,46.543,0.32505
ACTA NUMERICA,ACTA NUMER,0962-4929,"2,429",11.091,10.909,15.036,0.167,6,15.0,8.7,0.002480,8.625,100.00,99.848,0.52099
ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,ACTA OBSTET GYN SCAN,0001-6349,"10,543",3.636,3.407,3.576,2.506,259,9.3,7.1,0.008970,1.071,86.87,77.711,1.88033
ACTA OCEANOLOGICA SINICA,ACTA OCEANOL SIN,0253-505X,"2,833",1.431,1.343,1.445,0.287,174,6.3,11.8,0.002860,0.310,100.00,30.000,0.60005
ACTA ODONTOLOGICA SCANDINAVICA,ACTA ODONTOL SCAND,0001-6357,"4,791",2.331,2.213,2.360,0.453,139,11.6,9.3,0.002450,0.533,84.17,42.308,0.51447
ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,ACTA OECOL,1146-609X,"3,532",1.674,1.601,1.845,0.377,106,10.6,11.7,0.002030,0.463,99.06,27.410,0.42580
ACTA OECONOMICA,ACTA OECON,0001-6373,275,0.875,0.534,0.671,0.216,37,4.8,10.7,0.000350,0.153,100.00,13.926,0.07533
Acta of Bioengineering and Biomechanics,ACTA BIOENG BIOMECH,1509-409X,946,1.073,0.860,1.336,0.230,74,5.6,8.3,0.000910,0.241,100.00,9.514,0.19215
ACTA ONCOLOGICA,ACTA ONCOL,0284-186X,"9,703",4.089,3.919,4.236,0.654,214,6.5,6.1,0.013190,1.228,88.79,48.967,2.76352
ACTA OPHTHALMOLOGICA,ACTA OPHTHALMOL,1755-375X,"12,041",3.761,3.404,4.180,1.281,438,6.9,7.9,0.013440,1.143,90.18,79.839,2.81612
ACTA ORNITHOLOGICA,ACTA ORNITHOL,0001-6454,647,1.025,0.975,1.509,0.692,13,9.9,14.9,0.000430,0.401,100.00,44.643,0.09169
Acta Orthopaedica,ACTA ORTHOP,1745-3674,"10,779",3.717,3.311,4.541,0.946,167,12.2,6.5,0.007730,1.351,93.41,79.878,1.62047
Acta Orthopaedica Belgica,ACTA ORTHOP BELG,0001-6462,"2,185",0.500,0.500,0.972,0.008,128,11.0,11.8,0.001310,0.277,85.94,1.829,0.27521
Acta Orthopaedica et Traumatologica Turcica,ACTA ORTHOP TRAUMATO,1017-995X,"1,492",1.511,1.349,1.431,0.124,97,5.9,10.6,0.001980,0.369,94.85,25.000,0.41582
Acta Ortopedica Brasileira,ACTA ORTOP BRAS,1413-7852,659,0.513,0.500,0.858,0.148,61,6.5,10.1,0.000740,0.221,90.16,3.049,0.15701
ACTA OTO-LARYNGOLOGICA,ACTA OTO-LARYNGOL,0001-6489,"8,405",1.494,1.410,1.624,0.342,237,14.4,7.9,0.004560,0.420,96.20,21.591,0.95575
Acta Otorhinolaryngologica Italica,ACTA OTORHINOLARYNGO,0392-100X,"2,155",2.124,1.876,2.441,0.730,63,7.0,8.1,0.002060,0.564,90.48,53.409,0.43348
ACTA PAEDIATRICA,ACTA PAEDIATR,0803-5253,"16,462",2.299,2.070,2.876,2.173,480,10.6,7.1,0.011580,0.823,84.58,53.876,2.42691
ACTA PALAEONTOLOGICA POLONICA,ACTA PALAEONTOL POL,0567-7920,"2,685",2.061,1.939,2.285,0.463,54,11.0,20.0,0.002100,0.709,96.30,71.296,0.44070
ACTA PARASITOLOGICA,ACTA PARASITOL,1230-2821,"1,719",1.440,1.356,1.335,0.306,186,6.5,10.7,0.001780,0.316,93.01,39.800,0.37403
Acta Paulista de Enfermagem,ACTA PAUL ENFERM,0103-2100,"1,068",0.667,0.531,0.904,0.163,98,7.2,5.0,0.000880,0.196,86.73,2.846,0.18570
Acta Paulista de Enfermagem,ACTA PAUL ENFERM,0103-2100,"1,068",0.667,0.531,0.904,0.163,98,7.2,5.0,0.000880,0.196,86.73,2.846,0.18570
ACTA PETROLOGICA SINICA,ACTA PETROL SIN,1000-0569,"9,940",1.410,1.099,1.811,0.366,202,9.7,12.2,0.004580,0.354,100.00,46.875,0.96148
ACTA PHARMACEUTICA,ACTA PHARMACEUT,1330-0075,"1,640",2.230,2.172,2.043,1.350,40,8.9,8.1,0.000680,0.313,87.50,23.818,0.14254
Acta Pharmaceutica Sinica B,ACTA PHARM SIN B,2211-3835,"6,314",11.413,0.201,10.745,0.497,169,1.2,Not Available,0.000090,0.023,71.60,0.909,0.02011
ACTA PHARMACOLOGICA SINICA,ACTA PHARMACOL SIN,1671-4083,"12,410",6.150,5.971,6.123,1.421,292,7.2,6.1,0.009060,1.090,81.85,82.206,1.89858
ACTA PHYSICA POLONICA A,ACTA PHYS POL A,0587-4246,"4,552",0.577,0.536,0.656,0.270,426,5.9,10.2,0.003760,0.107,100.00,4.118,0.78928
ACTA PHYSICA POLONICA B,ACTA PHYS POL B,0587-4254,"2,224",0.748,0.652,0.706,0.271,207,11.0,9.9,0.002160,0.203,100.00,13.529,0.45330
ACTA PHYSICA SINICA,ACTA PHYS SIN-CH ED,1000-3290,"6,065",0.819,0.581,0.618,0.171,794,5.9,7.0,0.003930,0.081,94.21,15.882,0.82433
ACTA PHYSICA SLOVACA,ACTA PHYS SLOVACA,0323-0465,244,0.000,0.000,1.000,Not Available,0,13.4,Not Available,0.000040,0.336,Not Available,0.588,0.01014
ACTA PHYSICO-CHIMICA SINICA,ACTA PHYS-CHIM SIN,1000-6818,"3,078",2.268,1.955,1.218,2.072,138,5.3,5.8,0.002230,0.192,62.32,27.469,0.46813
ACTA PHYSIOLOGIAE PLANTARUM,ACTA PHYSIOL PLANT,0137-5881,"8,465",2.354,2.246,2.711,0.520,175,6.9,9.9,0.005840,0.448,97.14,57.234,1.22381
Acta Physiologica,ACTA PHYSIOL,1748-1708,"6,448",6.311,4.892,5.858,2.973,146,5.8,9.1,0.006870,1.338,65.07,90.741,1.44080
Acta Phytotaxonomica et Geobotanica,ACTA PHYTOTAX GEOBOT,1346-7565,202,0.535,0.442,0.667,0.095,21,11.8,15.6,0.000180,0.182,100.00,5.319,0.03885
Acta Politica,ACTA POLIT,0001-6810,"1,044",2.404,2.246,1.992,0.631,65,9.4,10.9,0.001280,0.977,100.00,60.165,0.26972
ACTA POLONIAE PHARMACEUTICA,ACTA POL PHARM,0001-6837,"2,325",0.330,0.295,0.667,0.072,97,9.4,8.8,0.000710,0.088,89.69,2.000,0.14990
ACTA POLYMERICA SINICA,ACTA POLYM SIN,****-****,"1,842",2.000,1.598,1.391,0.687,131,3.9,5.9,0.001970,0.218,100.00,34.659,0.41303
Acta Polytechnica Hungarica,ACTA POLYTECH HUNG,1785-8860,"1,115",1.806,1.512,1.337,0.455,121,3.9,7.2,0.000840,0.161,99.17,40.110,0.17802
ACTA PROTOZOOLOGICA,ACTA PROTOZOOL,0065-1583,802,0.892,0.865,0.932,0.000,4,14.8,19.7,0.000330,0.276,100.00,5.474,0.06957
ACTA PSYCHIATRICA SCANDINAVICA,ACTA PSYCHIAT SCAND,0001-690X,"16,412",6.392,6.058,6.730,2.028,107,14.8,7.5,0.011290,2.243,75.70,87.019,2.36621
ACTA PSYCHIATRICA SCANDINAVICA,ACTA PSYCHIAT SCAND,0001-690X,"16,412",6.392,6.058,6.730,2.028,107,14.8,7.5,0.011290,2.243,75.70,87.019,2.36621
ACTA PSYCHOLOGICA,ACTA PSYCHOL,0001-6918,"7,529",1.734,1.617,2.066,0.385,156,10.9,11.3,0.005590,0.734,99.36,20.556,1.17174
ACTA RADIOLOGICA,ACTA RADIOL,0284-1851,"5,480",1.990,1.897,1.920,0.373,338,8.8,7.8,0.005050,0.492,92.90,27.239,1.05803
Acta Reumatologica Portuguesa,ACTA REUMATOL PORT,0303-464X,543,1.290,1.275,1.323,0.094,32,6.3,7.9,0.000620,0.319,62.50,4.412,0.13000
Acta Scientiae Veterinariae,ACTA SCI VET,1678-0345,697,0.337,0.288,0.410,0.011,174,6.3,10.9,0.000700,0.085,99.43,7.192,0.14770
Acta Scientiarum Polonorum-Hortorum Cultus,ACTA SCI POL-HORTORU,1644-0692,848,0.673,0.632,0.811,0.071,84,6.2,12.1,0.000580,0.115,96.43,12.162,0.12180
ACTA SCIENTIARUM-AGRONOMY,ACTA SCI-AGRON,1807-8621,"1,349",2.042,2.025,1.826,0.550,60,7.1,10.0,0.001320,0.431,100.00,58.791,0.27803
ACTA SCIENTIARUM-TECHNOLOGY,ACTA SCI-TECHNOL,1806-2563,509,0.550,0.533,0.735,0.305,58,6.0,8.7,0.000420,0.126,100.00,10.274,0.08844
ACTA SOCIETATIS BOTANICORUM POLONIAE,ACTA SOC BOT POL,0001-6977,"1,011",0.943,0.871,1.124,0.577,26,9.0,12.1,0.000530,0.260,84.62,18.936,0.11312
ACTA SOCIOLOGICA,ACTA SOCIOL,0001-6993,"1,558",1.960,1.840,2.673,0.452,42,13.5,10.9,0.001270,1.121,100.00,50.671,0.26611
ACTA TROPICA,ACTA TROP,0001-706X,"11,474",3.112,2.861,3.002,1.010,396,6.4,8.8,0.012720,0.735,91.16,77.260,2.66642
ACTA VETERINARIA BRNO,ACTA VET BRNO,0001-7213,"1,159",0.667,0.595,0.793,0.184,49,11.7,11.9,0.000340,0.120,93.88,23.630,0.07128
ACTA VETERINARIA HUNGARICA,ACTA VET HUNG,0236-6290,987,0.955,0.920,1.164,0.184,49,9.6,11.9,0.000620,0.231,100.00,31.164,0.13041
ACTA VETERINARIA SCANDINAVICA,ACTA VET SCAND,0044-605X,"2,853",1.695,1.652,2.156,0.431,65,9.3,10.2,0.001920,0.470,95.38,60.616,0.40332
ACTA VETERINARIA-BEOGRAD,ACTA VET-BEOGRAD,0567-8315,445,0.800,0.688,0.857,0.075,40,6.8,10.5,0.000360,0.156,92.50,27.055,0.07546
ACTA VIROLOGICA,ACTA VIROL,0001-723X,"1,063",1.162,1.063,1.255,0.648,54,8.3,9.4,0.000680,0.243,81.48,4.167,0.14370
ACTA ZOOLOGICA,ACTA ZOOL-STOCKHOLM,0001-7272,"1,468",1.261,1.029,1.498,0.713,80,11.9,15.6,0.000730,0.353,97.50,35.619,0.15475
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,ACTA ZOOL ACAD SCI H,1217-8837,680,0.923,0.808,0.939,0.171,35,18.7,14.8,0.000270,0.236,97.14,24.286,0.05792
ACTA ZOOLOGICA BULGARICA,ACTA ZOOL BULGAR,0324-0770,684,0.448,0.385,0.548,0.303,119,6.1,14.4,0.000680,0.121,97.48,4.857,0.14338
ACTAS ESPANOLAS DE PSIQUIATRIA,ACTAS ESP PSIQUIATRI,1139-9287,752,1.196,1.130,2.067,0.125,24,8.7,8.7,0.000590,0.487,83.33,7.120,0.12504
Actas Urologicas Espanolas,ACTAS UROL ESP,0210-4806,984,0.994,0.929,0.976,0.382,89,6.6,7.5,0.000920,0.214,62.92,11.667,0.19278
ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,ACTES RECH SCI SOC,0335-5322,951,0.429,0.408,0.445,0.100,20,27.9,12.9,0.000900,0.644,100.00,11.364,0.19042
Action Research,ACTION RES-LONDON,1476-7503,843,2.102,1.776,1.952,0.800,50,9.3,11.7,0.000550,0.437,100.00,37.345,0.11680
Active Learning in Higher Education,ACT LEARN HIGH EDUC,1469-7874,"1,290",4.765,4.500,5.337,1.259,27,7.5,8.6,0.001090,1.285,100.00,91.098,0.23006
Actuators,ACTUATORS,****-****,734,1.994,1.681,2.623,0.464,140,2.9,6.1,0.001190,0.494,92.86,43.151,0.25127
ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,ACUPUNCTURE ELECTRO,0360-1293,177,0.143,0.143,0.404,0.000,10,15.8,13.1,0.000020,0.048,100.00,2.678,0.00592
Acupuncture in Medicine,ACUPUNCT MED,0964-5284,"1,579",2.267,2.111,2.561,0.578,83,6.5,9.1,0.001270,0.471,81.93,43.103,0.26638
Ad Hoc & Sensor Wireless Networks,AD HOC SENS WIREL NE,1551-9899,359,1.013,0.628,0.732,0.135,37,5.1,6.3,0.000260,0.085,100.00,10.072,0.05564
Ad Hoc Networks,AD HOC NETW,1570-8705,"5,667",4.111,3.826,3.620,1.343,169,5.2,5.3,0.005330,0.612,98.22,72.119,1.11836
ADANSONIA,ADANSONIA,1280-8571,336,0.345,0.310,0.689,0.167,18,16.7,13.5,0.000190,0.252,100.00,1.915,0.04021
ADAPTED PHYSICAL ACTIVITY QUARTERLY,ADAPT PHYS ACT Q,0736-5829,"1,651",2.929,2.607,3.197,0.448,29,12.1,8.8,0.000870,0.698,93.10,66.394,0.18371
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,824,1.942,1.769,1.643,1.194,72,9.6,10.9,0.000570,0.441,93.06,38.751,0.11980
ADAPTIVE BEHAVIOR,ADAPT BEHAV,1059-7123,824,1.942,1.769,1.643,1.194,72,9.6,10.9,0.000570,0.441,93.06,38.751,0.11980
ADDICTION,ADDICTION,0965-2140,"23,843",6.526,6.104,7.450,2.249,325,9.3,6.6,0.025580,2.556,88.31,90.880,5.36012
ADDICTION,ADDICTION,0965-2140,"23,843",6.526,6.104,7.450,2.249,325,9.3,6.6,0.025580,2.556,88.31,90.880,5.36012
ADDICTION BIOLOGY,ADDICT BIOL,1355-6215,"5,483",4.280,3.877,4.714,1.645,259,5.3,9.0,0.006770,1.186,96.91,71.113,1.41974
ADDICTION RESEARCH & THEORY,ADDICT RES THEORY,1606-6359,"2,218",2.336,2.160,2.945,1.292,96,7.1,8.1,0.002410,0.810,92.71,42.245,0.50508
Addiction Science & Clinical Practice,ADDICT SCI CLIN PRAC,1940-0640,984,3.544,3.294,4.000,0.571,28,5.1,7.4,0.001930,1.303,85.71,56.757,0.40484
Addiction Science & Clinical Practice,ADDICT SCI CLIN PRAC,1940-0640,984,3.544,3.294,4.000,0.571,28,5.1,7.4,0.001930,1.303,85.71,56.757,0.40484
ADDICTIVE BEHAVIORS,ADDICT BEHAV,0306-4603,"17,650",3.913,3.638,4.149,1.572,334,6.9,7.3,0.022230,1.255,96.41,75.226,4.65928
ADDICTIVE BEHAVIORS,ADDICT BEHAV,0306-4603,"17,650",3.913,3.638,4.149,1.572,334,6.9,7.3,0.022230,1.255,96.41,75.226,4.65928
Additive Manufacturing,ADDIT MANUF,2214-8604,"12,332",10.998,8.943,12.363,1.860,643,2.5,4.9,0.018440,2.064,96.58,94.500,3.86493
Adicciones,ADICCIONES,0214-4840,824,2.979,2.354,3.117,2.000,24,5.8,7.8,0.000850,0.691,83.33,42.857,0.17879
Adicciones,ADICCIONES,0214-4840,824,2.979,2.354,3.117,2.000,24,5.8,7.8,0.000850,0.691,83.33,42.857,0.17879
Adipocyte,ADIPOCYTE,2162-3945,"1,198",4.534,4.397,5.047,0.590,61,4.9,7.8,0.001830,1.191,90.16,64.483,0.38546
ADMINISTRATION & SOCIETY,ADMIN SOC,0095-3997,"2,657",2.690,2.434,3.455,0.787,89,9.4,12.5,0.002640,0.966,97.75,41.489,0.55435
Administration and Policy in Mental Health and Mental Health Services Research,ADM POLICY MENT HLTH,0894-587X,"4,793",2.847,2.433,5.233,1.234,128,6.8,8.0,0.006100,1.535,95.31,62.926,1.27848
ADMINISTRATIVE LAW REVIEW,ADMIN LAW REV,0001-8368,530,1.929,1.786,1.746,0.154,13,12.5,5.8,0.000670,0.926,100.00,69.205,0.14183
ADMINISTRATIVE SCIENCE QUARTERLY,ADMIN SCI QUART,0001-8392,"25,321",11.113,10.208,14.365,3.733,45,23.9,13.7,0.011120,9.396,100.00,96.217,2.33113
ADSORPTION SCIENCE & TECHNOLOGY,ADSORPT SCI TECHNOL,0263-6174,"2,133",4.232,4.073,2.826,0.483,29,6.9,7.7,0.001300,0.372,100.00,68.966,0.27265
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,ADSORPTION,0929-5607,"3,637",2.318,2.071,2.412,0.872,133,7.6,9.4,0.001660,0.343,97.74,34.107,0.34975
ADULT EDUCATION QUARTERLY,ADULT EDUC QUART,0741-7136,"1,141",1.788,1.545,2.229,0.433,30,15.8,9.3,0.000550,0.645,93.33,32.765,0.11556
ADVANCED COMPOSITE MATERIALS,ADV COMPOS MATER,0924-3046,"1,181",2.870,1.696,2.364,0.852,81,5.7,9.9,0.000730,0.308,98.77,41.071,0.15348
Advanced Composites and Hybrid Materials,ADV COMPOS HYBRID MA,2522-0128,812,5.693,5.488,5.795,1.250,60,2.1,6.0,0.001150,0.880,95.00,69.935,0.24106
ADVANCED COMPOSITES LETTERS,ADV COMPOS LETT,0963-6935,307,0.852,0.738,0.978,0.243,74,6.3,6.6,0.000190,0.137,93.24,5.357,0.04032
ADVANCED DRUG DELIVERY REVIEWS,ADV DRUG DELIVER REV,0169-409X,"43,769",15.470,15.157,18.881,2.846,130,8.5,6.9,0.028600,3.562,0.00,98.727,5.99366
Advanced Electronic Materials,ADV ELECTRON MATER,2199-160X,"9,527",7.295,6.992,7.418,1.800,445,2.7,5.3,0.020260,1.674,97.08,77.950,4.24472
Advanced Energy Materials,ADV ENERGY MATER,1614-6832,"93,801",29.368,27.890,27.970,5.888,832,3.0,3.9,0.169490,5.966,76.68,96.676,35.51086
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,1474-0346,"4,432",5.603,4.687,5.936,1.338,145,5.1,5.9,0.004280,0.983,97.24,83.530,0.89738
ADVANCED ENGINEERING MATERIALS,ADV ENG MATER,1438-1656,"13,222",3.862,3.615,3.746,1.012,515,6.6,6.9,0.011450,0.726,91.46,58.060,2.40029
ADVANCED FUNCTIONAL MATERIALS,ADV FUNCT MATER,1616-301X,"151,020",18.808,17.783,18.125,3.907,"2,281",3.9,4.7,0.206450,3.838,85.36,94.608,43.25445
Advanced Healthcare Materials,ADV HEALTHC MATER,2192-2640,"17,525",9.933,9.524,9.055,1.873,450,3.5,5.6,0.026850,1.707,76.44,88.231,5.62734
ADVANCED MATERIALS,ADV MATER,0935-9648,"320,972",30.849,29.561,30.254,6.532,"1,642",4.5,4.8,0.431450,6.654,84.47,97.578,90.39428
ADVANCED MATERIALS & PROCESSES,ADV MATER PROCESS,0882-7958,486,0.150,0.138,0.270,0.118,51,12.8,5.0,0.000130,0.060,98.04,1.045,0.02795
Advanced Materials Interfaces,ADV MATER INTERFACES,2196-7350,"13,656",6.147,5.945,5.771,1.223,726,2.8,5.6,0.024620,1.143,91.18,74.679,5.15918
Advanced Materials Technologies,ADV MATER TECHNOL-US,2365-709X,"7,102",7.848,7.450,7.738,1.679,414,1.9,5.0,0.013960,1.640,87.20,82.239,2.92622
ADVANCED NONLINEAR STUDIES,ADV NONLINEAR STUD,1536-1365,988,1.446,1.373,1.779,0.319,47,6.6,13.5,0.002560,1.079,100.00,65.633,0.53777
Advanced Optical Materials,ADV OPT MATER,2195-1071,"20,693",9.926,9.273,9.630,2.242,753,2.7,5.3,0.039390,2.141,89.38,90.822,8.25356
ADVANCED POWDER TECHNOLOGY,ADV POWDER TECHNOL,0921-8831,"10,489",4.833,4.403,4.650,1.175,456,3.8,7.0,0.011060,0.688,99.78,76.573,2.31864
ADVANCED ROBOTICS,ADV ROBOTICS,0169-1864,"2,214",1.699,1.454,1.637,0.417,139,7.6,7.5,0.001800,0.341,99.28,19.643,0.37755
Advanced Science,ADV SCI,****-****,"27,067",16.806,16.458,17.835,2.944,786,2.4,4.9,0.054300,3.824,88.30,93.283,11.37761
Advanced Steel Construction,ADV STEEL CONSTR,1816-112X,436,1.145,0.880,1.210,0.342,38,6.3,8.9,0.000340,0.209,97.37,16.822,0.07300
Advanced Sustainable Systems,ADV SUSTAIN SYST,2366-7486,"1,476",6.271,6.153,6.434,1.189,132,2.3,4.4,0.002630,1.248,85.61,71.209,0.55181
ADVANCED SYNTHESIS & CATALYSIS,ADV SYNTH CATAL,1615-4150,"27,268",5.837,5.298,5.112,1.665,633,5.3,6.3,0.027740,0.997,83.25,87.204,5.81317
Advanced Theory and Simulations,ADV THEOR SIMUL,****-****,"1,201",4.004,3.798,4.004,0.936,157,1.7,7.1,0.002780,1.031,98.09,71.918,0.58284
Advancements of Microbiology,ADV MICROBIOL-NY,0079-4252,39,0.947,0.737,0.947,0.107,28,Not Available,8.6,0.000050,0.150,100.00,6.204,0.01225
Advances in Agronomy,ADV AGRON,0065-2113,"7,135",6.919,6.790,8.791,1.135,37,12.5,10.6,0.002930,1.802,0.00,99.451,0.61427
ADVANCES IN ANATOMIC PATHOLOGY,ADV ANAT PATHOL,1072-4109,"1,955",3.875,3.875,4.460,1.382,34,7.1,7.6,0.002150,1.203,5.88,68.182,0.45150
Advances in Anatomy Embryology and Cell Biology,ADV ANAT EMBRYOL CEL,0301-5556,754,1.231,1.231,3.175,0.200,5,6.6,8.0,0.001090,0.935,0.00,12.381,0.22993
Advances in Applied Ceramics,ADV APPL CERAM,1743-6753,"1,567",2.088,1.868,2.072,0.703,64,6.2,9.1,0.001340,0.376,95.31,70.690,0.28205
Advances in Applied Clifford Algebras,ADV APPL CLIFFORD AL,0188-7009,900,1.072,0.774,0.981,0.317,63,4.5,12.9,0.001590,0.298,100.00,32.796,0.33439
ADVANCES IN APPLIED MATHEMATICS,ADV APPL MATH,0196-8858,"1,780",0.848,0.748,1.000,0.733,86,14.0,13.4,0.002730,0.806,100.00,19.434,0.57359
Advances in Applied Mathematics and Mechanics,ADV APPL MATH MECH,2070-0733,772,1.727,1.517,1.427,0.215,65,4.1,12.3,0.001220,0.359,100.00,47.974,0.25588
Advances in Applied Mechanics,ADV APPL MECH,0065-2156,"1,622",9.000,9.000,9.364,5.500,2,31.0,8.5,0.000310,2.749,0.00,98.525,0.06523
Advances in Applied Microbiology,ADV APPL MICROBIOL,0065-2164,"2,246",5.086,5.086,7.402,0.824,17,10.4,9.1,0.001390,1.653,0.00,74.684,0.29251
